query_id Q0 docid rank BM25_Stopping_score system_name
48 Q0 1863 1 1.192244 BM25_Stopping_
48 Q0 2475 2 1.191770 BM25_Stopping_
48 Q0 2223 3 1.165485 BM25_Stopping_
48 Q0 1914 4 0.988910 BM25_Stopping_
48 Q0 2509 5 0.965825 BM25_Stopping_
48 Q0 1797 6 0.936362 BM25_Stopping_
48 Q0 1729 7 0.918192 BM25_Stopping_
48 Q0 2510 8 0.854515 BM25_Stopping_
48 Q0 2431 9 0.853418 BM25_Stopping_
48 Q0 2073 10 0.853418 BM25_Stopping_
48 Q0 2324 11 0.819844 BM25_Stopping_
48 Q0 1734 12 0.785243 BM25_Stopping_
48 Q0 2675 13 0.784606 BM25_Stopping_
48 Q0 2285 14 0.784307 BM25_Stopping_
48 Q0 1759 15 0.776345 BM25_Stopping_
48 Q0 2395 16 0.735962 BM25_Stopping_
48 Q0 2056 17 0.732538 BM25_Stopping_
48 Q0 2592 18 0.700006 BM25_Stopping_
48 Q0 1353 19 0.683366 BM25_Stopping_
48 Q0 1688 20 0.675375 BM25_Stopping_
48 Q0 1666 21 0.674249 BM25_Stopping_
48 Q0 2284 22 0.664779 BM25_Stopping_
48 Q0 2589 23 0.652085 BM25_Stopping_
48 Q0 2088 24 0.626487 BM25_Stopping_
48 Q0 1687 25 0.626487 BM25_Stopping_
48 Q0 149 26 0.611727 BM25_Stopping_
48 Q0 2331 27 0.585957 BM25_Stopping_
48 Q0 1985 28 0.571442 BM25_Stopping_
48 Q0 2766 29 0.559595 BM25_Stopping_
48 Q0 3150 30 0.555766 BM25_Stopping_
48 Q0 3130 31 0.549424 BM25_Stopping_
48 Q0 1690 32 0.547259 BM25_Stopping_
48 Q0 1899 33 0.547259 BM25_Stopping_
48 Q0 1905 34 0.535918 BM25_Stopping_
48 Q0 131 35 0.534713 BM25_Stopping_
48 Q0 1977 36 0.534426 BM25_Stopping_
48 Q0 1274 37 0.516747 BM25_Stopping_
48 Q0 1880 38 0.515954 BM25_Stopping_
48 Q0 2604 39 0.507287 BM25_Stopping_
48 Q0 2226 40 0.501805 BM25_Stopping_
48 Q0 1771 41 0.496962 BM25_Stopping_
48 Q0 2305 42 0.495979 BM25_Stopping_
48 Q0 3034 43 0.487559 BM25_Stopping_
48 Q0 1406 44 0.486749 BM25_Stopping_
48 Q0 1066 45 0.483058 BM25_Stopping_
48 Q0 1990 46 0.473605 BM25_Stopping_
48 Q0 2206 47 0.469916 BM25_Stopping_
48 Q0 2507 48 0.469916 BM25_Stopping_
48 Q0 2993 49 0.459347 BM25_Stopping_
48 Q0 3099 50 0.459089 BM25_Stopping_
48 Q0 1873 51 0.448939 BM25_Stopping_
48 Q0 558 52 0.448346 BM25_Stopping_
48 Q0 2295 53 0.447635 BM25_Stopping_
48 Q0 1744 54 0.438570 BM25_Stopping_
48 Q0 3148 55 0.436715 BM25_Stopping_
48 Q0 3162 56 0.427343 BM25_Stopping_
48 Q0 2014 57 0.423443 BM25_Stopping_
48 Q0 2642 58 0.422567 BM25_Stopping_
48 Q0 2938 59 0.416430 BM25_Stopping_
48 Q0 1171 60 0.411479 BM25_Stopping_
48 Q0 2898 61 0.400273 BM25_Stopping_
48 Q0 1776 62 0.400232 BM25_Stopping_
48 Q0 2325 63 0.392326 BM25_Stopping_
48 Q0 1836 64 0.391985 BM25_Stopping_
48 Q0 3138 65 0.391714 BM25_Stopping_
48 Q0 3145 66 0.387415 BM25_Stopping_
48 Q0 2405 67 0.383538 BM25_Stopping_
48 Q0 10 68 0.377798 BM25_Stopping_
48 Q0 13 69 0.377798 BM25_Stopping_
48 Q0 19 70 0.377798 BM25_Stopping_
48 Q0 4 71 0.377798 BM25_Stopping_
48 Q0 7 72 0.377798 BM25_Stopping_
48 Q0 2599 73 0.375726 BM25_Stopping_
48 Q0 2251 74 0.373957 BM25_Stopping_
48 Q0 1147 75 0.371855 BM25_Stopping_
48 Q0 3200 76 0.370719 BM25_Stopping_
48 Q0 223 77 0.366254 BM25_Stopping_
48 Q0 60 78 0.365194 BM25_Stopping_
48 Q0 3077 79 0.364651 BM25_Stopping_
48 Q0 1945 80 0.358911 BM25_Stopping_
48 Q0 2767 81 0.355733 BM25_Stopping_
48 Q0 2256 82 0.355065 BM25_Stopping_
48 Q0 2031 83 0.351604 BM25_Stopping_
48 Q0 1910 84 0.348995 BM25_Stopping_
48 Q0 2755 85 0.341754 BM25_Stopping_
48 Q0 25 86 0.340501 BM25_Stopping_
48 Q0 2899 87 0.337415 BM25_Stopping_
48 Q0 822 88 0.336557 BM25_Stopping_
48 Q0 1961 89 0.333753 BM25_Stopping_
48 Q0 2804 90 0.332971 BM25_Stopping_
48 Q0 2316 91 0.331944 BM25_Stopping_
48 Q0 3004 92 0.331754 BM25_Stopping_
48 Q0 1658 93 0.330918 BM25_Stopping_
48 Q0 682 94 0.328937 BM25_Stopping_
48 Q0 2745 95 0.327034 BM25_Stopping_
48 Q0 1852 96 0.326771 BM25_Stopping_
48 Q0 1586 97 0.323019 BM25_Stopping_
48 Q0 2754 98 0.321172 BM25_Stopping_
48 Q0 959 99 0.318133 BM25_Stopping_
48 Q0 2814 100 0.318133 BM25_Stopping_
