query_id Q0 docid rank BM25_Stopping_score system_name
17 Q0 2464 1 0.645104 BM25_Stopping_
17 Q0 1795 2 0.601732 BM25_Stopping_
17 Q0 2748 3 0.554951 BM25_Stopping_
17 Q0 2491 4 0.540641 BM25_Stopping_
17 Q0 2495 5 0.477131 BM25_Stopping_
17 Q0 2897 6 0.430630 BM25_Stopping_
17 Q0 48 7 0.406955 BM25_Stopping_
17 Q0 3080 8 0.398215 BM25_Stopping_
17 Q0 2834 9 0.389826 BM25_Stopping_
17 Q0 1362 10 0.376199 BM25_Stopping_
17 Q0 2835 11 0.326204 BM25_Stopping_
17 Q0 2344 12 0.324733 BM25_Stopping_
17 Q0 1947 13 0.322172 BM25_Stopping_
17 Q0 2611 14 0.296041 BM25_Stopping_
17 Q0 2904 15 0.293637 BM25_Stopping_
17 Q0 1652 16 0.283890 BM25_Stopping_
17 Q0 1655 17 0.278940 BM25_Stopping_
17 Q0 195 18 0.276761 BM25_Stopping_
17 Q0 1289 19 0.267362 BM25_Stopping_
17 Q0 2616 20 0.266597 BM25_Stopping_
17 Q0 1756 21 0.264369 BM25_Stopping_
17 Q0 2533 22 0.264369 BM25_Stopping_
17 Q0 1414 23 0.258580 BM25_Stopping_
17 Q0 1064 24 0.258580 BM25_Stopping_
17 Q0 1187 25 0.250356 BM25_Stopping_
17 Q0 3054 26 0.236090 BM25_Stopping_
17 Q0 1231 27 0.235542 BM25_Stopping_
17 Q0 1232 28 0.235385 BM25_Stopping_
17 Q0 66 29 0.228551 BM25_Stopping_
17 Q0 1757 30 0.223152 BM25_Stopping_
17 Q0 2964 31 0.221084 BM25_Stopping_
17 Q0 2253 32 0.219257 BM25_Stopping_
17 Q0 230 33 0.216009 BM25_Stopping_
17 Q0 1670 34 0.208385 BM25_Stopping_
17 Q0 1658 35 0.208243 BM25_Stopping_
17 Q0 3066 36 0.207470 BM25_Stopping_
17 Q0 1065 37 0.199580 BM25_Stopping_
17 Q0 2586 38 0.194645 BM25_Stopping_
17 Q0 2836 39 0.189155 BM25_Stopping_
17 Q0 1204 40 0.185473 BM25_Stopping_
17 Q0 2107 41 0.180282 BM25_Stopping_
17 Q0 1922 42 0.175809 BM25_Stopping_
17 Q0 2527 43 0.171327 BM25_Stopping_
17 Q0 333 44 0.169500 BM25_Stopping_
17 Q0 797 45 0.162502 BM25_Stopping_
17 Q0 1992 46 0.162223 BM25_Stopping_
17 Q0 3005 47 0.161543 BM25_Stopping_
17 Q0 1676 48 0.159854 BM25_Stopping_
17 Q0 3171 49 0.157517 BM25_Stopping_
17 Q0 2133 50 0.156318 BM25_Stopping_
17 Q0 1066 51 0.156059 BM25_Stopping_
17 Q0 1564 52 0.154445 BM25_Stopping_
17 Q0 3173 53 0.149160 BM25_Stopping_
17 Q0 2888 54 0.147760 BM25_Stopping_
17 Q0 1223 55 0.147163 BM25_Stopping_
17 Q0 1886 56 0.144430 BM25_Stopping_
17 Q0 2746 57 0.144033 BM25_Stopping_
17 Q0 2701 58 0.138421 BM25_Stopping_
17 Q0 2079 59 0.136937 BM25_Stopping_
17 Q0 3115 60 0.136500 BM25_Stopping_
17 Q0 1807 61 0.136068 BM25_Stopping_
17 Q0 2290 62 0.127311 BM25_Stopping_
17 Q0 2929 63 0.126863 BM25_Stopping_
17 Q0 2680 64 0.126751 BM25_Stopping_
17 Q0 2423 65 0.126034 BM25_Stopping_
17 Q0 3175 66 0.123434 BM25_Stopping_
17 Q0 693 67 0.119398 BM25_Stopping_
17 Q0 1651 68 0.118877 BM25_Stopping_
17 Q0 2138 69 0.114146 BM25_Stopping_
17 Q0 1402 70 0.113154 BM25_Stopping_
17 Q0 1973 71 0.112283 BM25_Stopping_
17 Q0 93 72 0.111752 BM25_Stopping_
17 Q0 1134 73 0.111710 BM25_Stopping_
17 Q0 3125 74 0.106985 BM25_Stopping_
17 Q0 2858 75 0.106931 BM25_Stopping_
17 Q0 79 76 0.105692 BM25_Stopping_
17 Q0 35 77 0.105692 BM25_Stopping_
17 Q0 1665 78 0.103801 BM25_Stopping_
17 Q0 2944 79 0.103756 BM25_Stopping_
17 Q0 1786 80 0.103545 BM25_Stopping_
17 Q0 2106 81 0.103363 BM25_Stopping_
17 Q0 2624 82 0.102446 BM25_Stopping_
17 Q0 2801 83 0.101870 BM25_Stopping_
17 Q0 2411 84 0.101699 BM25_Stopping_
17 Q0 2433 85 0.100188 BM25_Stopping_
17 Q0 3018 86 0.099762 BM25_Stopping_
17 Q0 1162 87 0.097647 BM25_Stopping_
17 Q0 1167 88 0.097456 BM25_Stopping_
17 Q0 1542 89 0.096760 BM25_Stopping_
17 Q0 252 90 0.096018 BM25_Stopping_
17 Q0 1345 91 0.095486 BM25_Stopping_
17 Q0 1425 92 0.094989 BM25_Stopping_
17 Q0 1523 93 0.094233 BM25_Stopping_
17 Q0 1884 94 0.091070 BM25_Stopping_
17 Q0 124 95 0.090027 BM25_Stopping_
17 Q0 2812 96 0.089952 BM25_Stopping_
17 Q0 1016 97 0.089762 BM25_Stopping_
17 Q0 3110 98 0.089685 BM25_Stopping_
17 Q0 2195 99 0.088298 BM25_Stopping_
17 Q0 2715 100 0.087760 BM25_Stopping_
