query_id Q0 docid rank BM25_Stopping_score system_name
29 Q0 1841 1 0.735583 BM25_Stopping_
29 Q0 1933 2 0.692971 BM25_Stopping_
29 Q0 1840 3 0.672773 BM25_Stopping_
29 Q0 2462 4 0.626416 BM25_Stopping_
29 Q0 1539 5 0.544103 BM25_Stopping_
29 Q0 2089 6 0.540474 BM25_Stopping_
29 Q0 2927 7 0.437631 BM25_Stopping_
29 Q0 1717 8 0.400384 BM25_Stopping_
29 Q0 1420 9 0.366272 BM25_Stopping_
29 Q0 2206 10 0.325874 BM25_Stopping_
29 Q0 2507 11 0.325874 BM25_Stopping_
29 Q0 1967 12 0.320571 BM25_Stopping_
29 Q0 1812 13 0.317916 BM25_Stopping_
29 Q0 2067 14 0.312320 BM25_Stopping_
29 Q0 2770 15 0.291692 BM25_Stopping_
29 Q0 2031 16 0.287509 BM25_Stopping_
29 Q0 1894 17 0.275104 BM25_Stopping_
29 Q0 1716 18 0.263286 BM25_Stopping_
29 Q0 1725 19 0.252721 BM25_Stopping_
29 Q0 626 20 0.252441 BM25_Stopping_
29 Q0 2334 21 0.247347 BM25_Stopping_
29 Q0 2109 22 0.246994 BM25_Stopping_
29 Q0 2525 23 0.243256 BM25_Stopping_
29 Q0 3115 24 0.229731 BM25_Stopping_
29 Q0 294 25 0.223313 BM25_Stopping_
29 Q0 197 26 0.215462 BM25_Stopping_
29 Q0 355 27 0.194906 BM25_Stopping_
29 Q0 353 28 0.194906 BM25_Stopping_
29 Q0 568 29 0.194906 BM25_Stopping_
29 Q0 567 30 0.194906 BM25_Stopping_
29 Q0 3037 31 0.192781 BM25_Stopping_
29 Q0 348 32 0.188899 BM25_Stopping_
29 Q0 1011 33 0.188899 BM25_Stopping_
29 Q0 979 34 0.188899 BM25_Stopping_
29 Q0 1783 35 0.188899 BM25_Stopping_
29 Q0 334 36 0.188899 BM25_Stopping_
29 Q0 1724 37 0.188415 BM25_Stopping_
29 Q0 2122 38 0.186978 BM25_Stopping_
29 Q0 1961 39 0.186346 BM25_Stopping_
29 Q0 1691 40 0.185052 BM25_Stopping_
29 Q0 2208 41 0.184996 BM25_Stopping_
29 Q0 2087 42 0.184168 BM25_Stopping_
29 Q0 546 43 0.183250 BM25_Stopping_
29 Q0 304 44 0.183250 BM25_Stopping_
29 Q0 443 45 0.183250 BM25_Stopping_
29 Q0 1930 46 0.180256 BM25_Stopping_
29 Q0 2726 47 0.178993 BM25_Stopping_
29 Q0 553 48 0.177930 BM25_Stopping_
29 Q0 628 49 0.177930 BM25_Stopping_
29 Q0 216 50 0.177930 BM25_Stopping_
29 Q0 2306 51 0.175511 BM25_Stopping_
29 Q0 2644 52 0.174510 BM25_Stopping_
29 Q0 3131 53 0.173800 BM25_Stopping_
29 Q0 1520 54 0.172910 BM25_Stopping_
29 Q0 977 55 0.172910 BM25_Stopping_
29 Q0 2121 56 0.168166 BM25_Stopping_
29 Q0 2240 57 0.168166 BM25_Stopping_
29 Q0 1171 58 0.164155 BM25_Stopping_
29 Q0 2648 59 0.161755 BM25_Stopping_
29 Q0 2746 60 0.160344 BM25_Stopping_
29 Q0 3171 61 0.158047 BM25_Stopping_
29 Q0 3021 62 0.155879 BM25_Stopping_
29 Q0 3166 63 0.153250 BM25_Stopping_
29 Q0 1268 64 0.151534 BM25_Stopping_
29 Q0 2057 65 0.148475 BM25_Stopping_
29 Q0 2424 66 0.147129 BM25_Stopping_
29 Q0 1794 67 0.144963 BM25_Stopping_
29 Q0 2490 68 0.135304 BM25_Stopping_
29 Q0 1674 69 0.134862 BM25_Stopping_
29 Q0 1874 70 0.134722 BM25_Stopping_
29 Q0 531 71 0.131580 BM25_Stopping_
29 Q0 2621 72 0.129912 BM25_Stopping_
29 Q0 2123 73 0.129177 BM25_Stopping_
29 Q0 1259 74 0.126947 BM25_Stopping_
29 Q0 2549 75 0.126510 BM25_Stopping_
29 Q0 1991 76 0.126510 BM25_Stopping_
29 Q0 1538 77 0.123951 BM25_Stopping_
29 Q0 2325 78 0.121664 BM25_Stopping_
29 Q0 1097 79 0.121494 BM25_Stopping_
29 Q0 1631 80 0.120697 BM25_Stopping_
29 Q0 2138 81 0.120585 BM25_Stopping_
29 Q0 1595 82 0.119133 BM25_Stopping_
29 Q0 3141 83 0.118711 BM25_Stopping_
29 Q0 2605 84 0.118227 BM25_Stopping_
29 Q0 3042 85 0.117797 BM25_Stopping_
29 Q0 2115 86 0.116861 BM25_Stopping_
29 Q0 2515 87 0.115879 BM25_Stopping_
29 Q0 2200 88 0.115700 BM25_Stopping_
29 Q0 1697 89 0.115074 BM25_Stopping_
29 Q0 3036 90 0.114436 BM25_Stopping_
29 Q0 2349 91 0.112568 BM25_Stopping_
29 Q0 1052 92 0.110871 BM25_Stopping_
29 Q0 2114 93 0.110154 BM25_Stopping_
29 Q0 2565 94 0.108579 BM25_Stopping_
29 Q0 1550 95 0.107104 BM25_Stopping_
29 Q0 1924 96 0.106175 BM25_Stopping_
29 Q0 2948 97 0.105264 BM25_Stopping_
29 Q0 1293 98 0.104864 BM25_Stopping_
29 Q0 2695 99 0.104665 BM25_Stopping_
29 Q0 1331 100 0.104269 BM25_Stopping_
