query_id Q0 docid rank BM25_Stopping_score system_name
46 Q0 2711 1 0.824601 BM25_Stopping_
46 Q0 3134 2 0.783562 BM25_Stopping_
46 Q0 2882 3 0.746987 BM25_Stopping_
46 Q0 1457 4 0.700271 BM25_Stopping_
46 Q0 2990 5 0.640574 BM25_Stopping_
46 Q0 329 6 0.626208 BM25_Stopping_
46 Q0 2278 7 0.589699 BM25_Stopping_
46 Q0 2288 8 0.582086 BM25_Stopping_
46 Q0 891 9 0.554250 BM25_Stopping_
46 Q0 1653 10 0.535233 BM25_Stopping_
46 Q0 3048 11 0.531277 BM25_Stopping_
46 Q0 2318 12 0.523559 BM25_Stopping_
46 Q0 2641 13 0.518315 BM25_Stopping_
46 Q0 2984 14 0.514709 BM25_Stopping_
46 Q0 3169 15 0.513417 BM25_Stopping_
46 Q0 1699 16 0.503566 BM25_Stopping_
46 Q0 2575 17 0.488659 BM25_Stopping_
46 Q0 1032 18 0.480575 BM25_Stopping_
46 Q0 1267 19 0.473006 BM25_Stopping_
46 Q0 2327 20 0.464001 BM25_Stopping_
46 Q0 1827 21 0.454291 BM25_Stopping_
46 Q0 2307 22 0.452904 BM25_Stopping_
46 Q0 1927 23 0.452081 BM25_Stopping_
46 Q0 1173 24 0.435164 BM25_Stopping_
46 Q0 2346 25 0.434411 BM25_Stopping_
46 Q0 2344 26 0.427383 BM25_Stopping_
46 Q0 723 27 0.426404 BM25_Stopping_
46 Q0 1746 28 0.422010 BM25_Stopping_
46 Q0 275 29 0.413577 BM25_Stopping_
46 Q0 651 30 0.413577 BM25_Stopping_
46 Q0 2789 31 0.411812 BM25_Stopping_
46 Q0 985 32 0.410867 BM25_Stopping_
46 Q0 2451 33 0.409812 BM25_Stopping_
46 Q0 2070 34 0.401211 BM25_Stopping_
46 Q0 1516 35 0.400403 BM25_Stopping_
46 Q0 1136 36 0.395389 BM25_Stopping_
46 Q0 2542 37 0.383584 BM25_Stopping_
46 Q0 1938 38 0.374557 BM25_Stopping_
46 Q0 1048 39 0.369196 BM25_Stopping_
46 Q0 2870 40 0.364721 BM25_Stopping_
46 Q0 2140 41 0.358024 BM25_Stopping_
46 Q0 2965 42 0.354603 BM25_Stopping_
46 Q0 3168 43 0.351717 BM25_Stopping_
46 Q0 1681 44 0.349379 BM25_Stopping_
46 Q0 239 45 0.349030 BM25_Stopping_
46 Q0 1976 46 0.346508 BM25_Stopping_
46 Q0 2253 47 0.346008 BM25_Stopping_
46 Q0 2631 48 0.343453 BM25_Stopping_
46 Q0 2561 49 0.339394 BM25_Stopping_
46 Q0 2976 50 0.338832 BM25_Stopping_
46 Q0 1689 51 0.337461 BM25_Stopping_
46 Q0 1675 52 0.335793 BM25_Stopping_
46 Q0 2455 53 0.335469 BM25_Stopping_
46 Q0 1725 54 0.333021 BM25_Stopping_
46 Q0 2415 55 0.331697 BM25_Stopping_
46 Q0 1940 56 0.330651 BM25_Stopping_
46 Q0 2616 57 0.330591 BM25_Stopping_
46 Q0 1029 58 0.327456 BM25_Stopping_
46 Q0 292 59 0.323765 BM25_Stopping_
46 Q0 2577 60 0.322185 BM25_Stopping_
46 Q0 2669 61 0.319140 BM25_Stopping_
46 Q0 2598 62 0.316889 BM25_Stopping_
46 Q0 2494 63 0.314788 BM25_Stopping_
46 Q0 2991 64 0.314011 BM25_Stopping_
46 Q0 1236 65 0.313216 BM25_Stopping_
46 Q0 1948 66 0.312860 BM25_Stopping_
46 Q0 2239 67 0.311681 BM25_Stopping_
46 Q0 2852 68 0.310560 BM25_Stopping_
46 Q0 2107 69 0.305977 BM25_Stopping_
46 Q0 2407 70 0.303033 BM25_Stopping_
46 Q0 1830 71 0.301911 BM25_Stopping_
46 Q0 2516 72 0.301158 BM25_Stopping_
46 Q0 2217 73 0.297526 BM25_Stopping_
46 Q0 1186 74 0.288216 BM25_Stopping_
46 Q0 1792 75 0.286396 BM25_Stopping_
46 Q0 1514 76 0.282771 BM25_Stopping_
46 Q0 34 77 0.282461 BM25_Stopping_
46 Q0 2959 78 0.282261 BM25_Stopping_
46 Q0 1527 79 0.278958 BM25_Stopping_
46 Q0 2832 80 0.278772 BM25_Stopping_
46 Q0 1087 81 0.278181 BM25_Stopping_
46 Q0 2479 82 0.276810 BM25_Stopping_
46 Q0 3012 83 0.275980 BM25_Stopping_
46 Q0 2932 84 0.275512 BM25_Stopping_
46 Q0 189 85 0.272868 BM25_Stopping_
46 Q0 3089 86 0.272855 BM25_Stopping_
46 Q0 661 87 0.271012 BM25_Stopping_
46 Q0 1652 88 0.264487 BM25_Stopping_
46 Q0 193 89 0.263905 BM25_Stopping_
46 Q0 2268 90 0.262678 BM25_Stopping_
46 Q0 1167 91 0.261863 BM25_Stopping_
46 Q0 1719 92 0.260604 BM25_Stopping_
46 Q0 268 93 0.260548 BM25_Stopping_
46 Q0 2530 94 0.255857 BM25_Stopping_
46 Q0 18 95 0.255512 BM25_Stopping_
46 Q0 1745 96 0.254448 BM25_Stopping_
46 Q0 2478 97 0.253449 BM25_Stopping_
46 Q0 727 98 0.252577 BM25_Stopping_
46 Q0 1620 99 0.250587 BM25_Stopping_
46 Q0 1627 100 0.247520 BM25_Stopping_
