query_id Q0 docid rank BM25_Stopping_score system_name
52 Q0 2721 1 0.546967 BM25_Stopping_
52 Q0 2767 2 0.430443 BM25_Stopping_
52 Q0 2749 3 0.393350 BM25_Stopping_
52 Q0 3048 4 0.301500 BM25_Stopping_
52 Q0 1928 5 0.282293 BM25_Stopping_
52 Q0 1366 6 0.259730 BM25_Stopping_
52 Q0 2725 7 0.235851 BM25_Stopping_
52 Q0 1870 8 0.235093 BM25_Stopping_
52 Q0 1752 9 0.229557 BM25_Stopping_
52 Q0 3070 10 0.228338 BM25_Stopping_
52 Q0 1030 11 0.222908 BM25_Stopping_
52 Q0 2344 12 0.221389 BM25_Stopping_
52 Q0 1812 13 0.216955 BM25_Stopping_
52 Q0 3051 14 0.209495 BM25_Stopping_
52 Q0 678 15 0.197072 BM25_Stopping_
52 Q0 2914 16 0.195492 BM25_Stopping_
52 Q0 1207 17 0.191398 BM25_Stopping_
52 Q0 2062 18 0.190898 BM25_Stopping_
52 Q0 2902 19 0.189721 BM25_Stopping_
52 Q0 1894 20 0.186992 BM25_Stopping_
52 Q0 1716 21 0.178762 BM25_Stopping_
52 Q0 3061 22 0.174914 BM25_Stopping_
52 Q0 2218 23 0.172134 BM25_Stopping_
52 Q0 2970 24 0.172134 BM25_Stopping_
52 Q0 1637 25 0.170827 BM25_Stopping_
52 Q0 2549 26 0.167692 BM25_Stopping_
52 Q0 1890 27 0.161846 BM25_Stopping_
52 Q0 1572 28 0.156561 BM25_Stopping_
52 Q0 2349 29 0.149212 BM25_Stopping_
52 Q0 2911 30 0.139530 BM25_Stopping_
52 Q0 1695 31 0.137239 BM25_Stopping_
52 Q0 2798 32 0.137174 BM25_Stopping_
52 Q0 2882 33 0.136470 BM25_Stopping_
52 Q0 2844 34 0.135522 BM25_Stopping_
52 Q0 2261 35 0.126385 BM25_Stopping_
52 Q0 104 36 0.123503 BM25_Stopping_
52 Q0 1261 37 0.123503 BM25_Stopping_
52 Q0 2936 38 0.121452 BM25_Stopping_
52 Q0 2077 39 0.115322 BM25_Stopping_
52 Q0 1435 40 0.113973 BM25_Stopping_
52 Q0 1846 41 0.112787 BM25_Stopping_
52 Q0 3064 42 0.111966 BM25_Stopping_
52 Q0 1680 43 0.107048 BM25_Stopping_
52 Q0 1856 44 0.102760 BM25_Stopping_
52 Q0 2057 45 0.099746 BM25_Stopping_
52 Q0 2734 46 0.092549 BM25_Stopping_
52 Q0 2742 47 0.090487 BM25_Stopping_
52 Q0 2262 48 0.087877 BM25_Stopping_
52 Q0 1805 49 0.085915 BM25_Stopping_
52 Q0 2272 50 0.082521 BM25_Stopping_
52 Q0 2542 51 0.081829 BM25_Stopping_
52 Q0 1912 52 0.080081 BM25_Stopping_
52 Q0 2955 53 0.079688 BM25_Stopping_
52 Q0 1728 54 0.079623 BM25_Stopping_
52 Q0 3042 55 0.078914 BM25_Stopping_
52 Q0 3107 56 0.078533 BM25_Stopping_
52 Q0 2951 57 0.077533 BM25_Stopping_
52 Q0 2628 58 0.076679 BM25_Stopping_
52 Q0 2375 59 0.076439 BM25_Stopping_
52 Q0 2686 60 0.074912 BM25_Stopping_
52 Q0 605 61 0.074912 BM25_Stopping_
52 Q0 1288 62 0.074227 BM25_Stopping_
52 Q0 2682 63 0.073555 BM25_Stopping_
52 Q0 1253 64 0.073555 BM25_Stopping_
52 Q0 2829 65 0.073004 BM25_Stopping_
52 Q0 1426 66 0.072247 BM25_Stopping_
52 Q0 1165 67 0.070984 BM25_Stopping_
52 Q0 1380 68 0.070471 BM25_Stopping_
52 Q0 1199 69 0.069171 BM25_Stopping_
52 Q0 2435 70 0.068299 BM25_Stopping_
52 Q0 1541 71 0.066347 BM25_Stopping_
52 Q0 1811 72 0.065632 BM25_Stopping_
52 Q0 2569 73 0.065280 BM25_Stopping_
52 Q0 1484 74 0.064248 BM25_Stopping_
52 Q0 1933 75 0.059979 BM25_Stopping_
52 Q0 2652 76 0.059979 BM25_Stopping_
52 Q0 2452 77 0.059322 BM25_Stopping_
52 Q0 1427 78 0.058679 BM25_Stopping_
52 Q0 2091 79 0.058468 BM25_Stopping_
52 Q0 2105 80 0.055473 BM25_Stopping_
52 Q0 2596 81 0.054911 BM25_Stopping_
52 Q0 1518 82 0.054360 BM25_Stopping_
52 Q0 1166 83 0.053290 BM25_Stopping_
52 Q0 2276 84 0.047944 BM25_Stopping_
52 Q0 2918 85 0.047944 BM25_Stopping_
52 Q0 1653 86 0.047662 BM25_Stopping_
52 Q0 2967 87 0.045782 BM25_Stopping_
52 Q0 1674 88 0.045525 BM25_Stopping_
52 Q0 2890 89 0.044285 BM25_Stopping_
52 Q0 1879 90 0.043110 BM25_Stopping_
52 Q0 2535 91 0.041995 BM25_Stopping_
52 Q0 1711 92 0.041566 BM25_Stopping_
52 Q0 1845 93 0.041145 BM25_Stopping_
52 Q0 1234 94 0.040937 BM25_Stopping_
52 Q0 2862 95 0.040732 BM25_Stopping_
52 Q0 1517 96 0.040732 BM25_Stopping_
52 Q0 675 97 0.039542 BM25_Stopping_
52 Q0 2859 98 0.037533 BM25_Stopping_
52 Q0 2233 99 0.036466 BM25_Stopping_
52 Q0 2106 100 0.034358 BM25_Stopping_
