query_id Q0 docid rank BM25_Stopping_score system_name
63 Q0 2714 1 0.955332 BM25_Stopping_
63 Q0 3075 2 0.740440 BM25_Stopping_
63 Q0 2973 3 0.599910 BM25_Stopping_
63 Q0 3166 4 0.571402 BM25_Stopping_
63 Q0 2896 5 0.544005 BM25_Stopping_
63 Q0 3059 6 0.536402 BM25_Stopping_
63 Q0 1795 7 0.509533 BM25_Stopping_
63 Q0 141 8 0.501099 BM25_Stopping_
63 Q0 1262 9 0.501099 BM25_Stopping_
63 Q0 2700 10 0.489944 BM25_Stopping_
63 Q0 2266 11 0.484671 BM25_Stopping_
63 Q0 392 12 0.469227 BM25_Stopping_
63 Q0 2685 13 0.462687 BM25_Stopping_
63 Q0 1158 14 0.457112 BM25_Stopping_
63 Q0 371 15 0.418788 BM25_Stopping_
63 Q0 2342 16 0.381474 BM25_Stopping_
63 Q0 2785 17 0.379556 BM25_Stopping_
63 Q0 2767 18 0.371352 BM25_Stopping_
63 Q0 2325 19 0.362237 BM25_Stopping_
63 Q0 3156 20 0.350503 BM25_Stopping_
63 Q0 2884 21 0.337257 BM25_Stopping_
63 Q0 2263 22 0.332704 BM25_Stopping_
63 Q0 1846 23 0.328691 BM25_Stopping_
63 Q0 3061 24 0.316750 BM25_Stopping_
63 Q0 2865 25 0.310260 BM25_Stopping_
63 Q0 1601 26 0.307286 BM25_Stopping_
63 Q0 1796 27 0.307229 BM25_Stopping_
63 Q0 2226 28 0.299628 BM25_Stopping_
63 Q0 1952 29 0.294169 BM25_Stopping_
63 Q0 1660 30 0.294169 BM25_Stopping_
63 Q0 2950 31 0.290059 BM25_Stopping_
63 Q0 2838 32 0.284361 BM25_Stopping_
63 Q0 1342 33 0.283827 BM25_Stopping_
63 Q0 2557 34 0.279808 BM25_Stopping_
63 Q0 950 35 0.279808 BM25_Stopping_
63 Q0 2895 36 0.279469 BM25_Stopping_
63 Q0 2902 37 0.279192 BM25_Stopping_
63 Q0 2273 38 0.270211 BM25_Stopping_
63 Q0 1468 39 0.265238 BM25_Stopping_
63 Q0 804 40 0.265181 BM25_Stopping_
63 Q0 2401 41 0.263998 BM25_Stopping_
63 Q0 2283 42 0.260616 BM25_Stopping_
63 Q0 2570 43 0.258627 BM25_Stopping_
63 Q0 3006 44 0.257294 BM25_Stopping_
63 Q0 1873 45 0.254055 BM25_Stopping_
63 Q0 2289 46 0.253311 BM25_Stopping_
63 Q0 1658 47 0.245058 BM25_Stopping_
63 Q0 1569 48 0.244101 BM25_Stopping_
63 Q0 1374 49 0.241394 BM25_Stopping_
63 Q0 2903 50 0.240436 BM25_Stopping_
63 Q0 2725 51 0.234386 BM25_Stopping_
63 Q0 2830 52 0.234386 BM25_Stopping_
63 Q0 34 53 0.223690 BM25_Stopping_
63 Q0 119 54 0.223690 BM25_Stopping_
63 Q0 270 55 0.221524 BM25_Stopping_
63 Q0 1953 56 0.221524 BM25_Stopping_
63 Q0 1851 57 0.221524 BM25_Stopping_
63 Q0 2740 58 0.220945 BM25_Stopping_
63 Q0 2080 59 0.220126 BM25_Stopping_
63 Q0 2312 60 0.217323 BM25_Stopping_
63 Q0 2863 61 0.214890 BM25_Stopping_
63 Q0 2433 62 0.214370 BM25_Stopping_
63 Q0 1957 63 0.213455 BM25_Stopping_
63 Q0 1828 64 0.209120 BM25_Stopping_
63 Q0 2627 65 0.208642 BM25_Stopping_
63 Q0 2834 66 0.205544 BM25_Stopping_
63 Q0 2819 67 0.204675 BM25_Stopping_
63 Q0 2195 68 0.202425 BM25_Stopping_
63 Q0 194 69 0.202348 BM25_Stopping_
63 Q0 2851 70 0.202136 BM25_Stopping_
63 Q0 1536 71 0.200647 BM25_Stopping_
63 Q0 1551 72 0.197445 BM25_Stopping_
63 Q0 2129 73 0.195442 BM25_Stopping_
63 Q0 3073 74 0.194612 BM25_Stopping_
63 Q0 2175 75 0.194423 BM25_Stopping_
63 Q0 2679 76 0.194423 BM25_Stopping_
63 Q0 1392 77 0.193501 BM25_Stopping_
63 Q0 1529 78 0.193244 BM25_Stopping_
63 Q0 1411 79 0.188264 BM25_Stopping_
63 Q0 2490 80 0.188238 BM25_Stopping_
63 Q0 2146 81 0.187848 BM25_Stopping_
63 Q0 676 82 0.184724 BM25_Stopping_
63 Q0 121 83 0.184724 BM25_Stopping_
63 Q0 42 84 0.184724 BM25_Stopping_
63 Q0 2306 85 0.184029 BM25_Stopping_
63 Q0 2182 86 0.183413 BM25_Stopping_
63 Q0 2505 87 0.181649 BM25_Stopping_
63 Q0 2942 88 0.181649 BM25_Stopping_
63 Q0 220 89 0.179513 BM25_Stopping_
63 Q0 532 90 0.174587 BM25_Stopping_
63 Q0 2904 91 0.174453 BM25_Stopping_
63 Q0 2337 92 0.172697 BM25_Stopping_
63 Q0 2692 93 0.170291 BM25_Stopping_
63 Q0 3163 94 0.169173 BM25_Stopping_
63 Q0 2997 95 0.168584 BM25_Stopping_
63 Q0 2135 96 0.167567 BM25_Stopping_
63 Q0 2114 97 0.164888 BM25_Stopping_
63 Q0 3131 98 0.164672 BM25_Stopping_
63 Q0 2272 99 0.162187 BM25_Stopping_
63 Q0 35 100 0.161309 BM25_Stopping_
