query_id Q0 docid rank TfIdf_Stem_score system_name
3 Q0 1811 1 4.838352 TfIdf_Stem
3 Q0 2851 2 4.031960 TfIdf_Stem
3 Q0 2973 3 3.677113 TfIdf_Stem
3 Q0 950 4 3.526598 TfIdf_Stem
3 Q0 2785 5 3.376083 TfIdf_Stem
3 Q0 2700 6 3.225568 TfIdf_Stem
3 Q0 1262 7 3.225568 TfIdf_Stem
3 Q0 2664 8 3.225568 TfIdf_Stem
3 Q0 2266 9 3.021236 TfIdf_Stem
3 Q0 3075 10 3.021236 TfIdf_Stem
3 Q0 1613 11 2.569691 TfIdf_Stem
3 Q0 1747 12 2.419176 TfIdf_Stem
3 Q0 2570 13 1.763299 TfIdf_Stem
3 Q0 2740 14 1.612784 TfIdf_Stem
3 Q0 46 15 1.612784 TfIdf_Stem
3 Q0 2263 16 1.505150 TfIdf_Stem
3 Q0 1961 17 1.204120 TfIdf_Stem
3 Q0 2916 18 1.204120 TfIdf_Stem
3 Q0 2657 19 1.053605 TfIdf_Stem
3 Q0 2723 20 0.956907 TfIdf_Stem
3 Q0 1959 21 0.956907 TfIdf_Stem
3 Q0 2701 22 0.903090 TfIdf_Stem
3 Q0 3069 23 0.903090 TfIdf_Stem
3 Q0 2598 24 0.903090 TfIdf_Stem
3 Q0 2110 25 0.903090 TfIdf_Stem
3 Q0 1679 26 0.903090 TfIdf_Stem
3 Q0 3132 27 0.903090 TfIdf_Stem
3 Q0 2490 28 0.903090 TfIdf_Stem
3 Q0 392 29 0.806392 TfIdf_Stem
3 Q0 1960 30 0.806392 TfIdf_Stem
3 Q0 2514 31 0.806392 TfIdf_Stem
3 Q0 1603 32 0.806392 TfIdf_Stem
3 Q0 2727 33 0.806392 TfIdf_Stem
3 Q0 141 34 0.806392 TfIdf_Stem
3 Q0 1008 35 0.806392 TfIdf_Stem
3 Q0 2952 36 0.806392 TfIdf_Stem
3 Q0 3120 37 0.806392 TfIdf_Stem
3 Q0 2967 38 0.806392 TfIdf_Stem
3 Q0 1536 39 0.806392 TfIdf_Stem
3 Q0 1795 40 0.806392 TfIdf_Stem
3 Q0 1409 41 0.806392 TfIdf_Stem
3 Q0 1380 42 0.806392 TfIdf_Stem
3 Q0 320 43 0.806392 TfIdf_Stem
3 Q0 2660 44 0.806392 TfIdf_Stem
3 Q0 2042 45 0.752575 TfIdf_Stem
3 Q0 2453 46 0.752575 TfIdf_Stem
3 Q0 1386 47 0.752575 TfIdf_Stem
3 Q0 2855 48 0.752575 TfIdf_Stem
3 Q0 2094 49 0.752575 TfIdf_Stem
3 Q0 3071 50 0.752575 TfIdf_Stem
3 Q0 2963 51 0.752575 TfIdf_Stem
3 Q0 2004 52 0.752575 TfIdf_Stem
3 Q0 3151 53 0.752575 TfIdf_Stem
3 Q0 1594 54 0.752575 TfIdf_Stem
3 Q0 2674 55 0.752575 TfIdf_Stem
3 Q0 1197 56 0.602060 TfIdf_Stem
3 Q0 1540 57 0.602060 TfIdf_Stem
3 Q0 2208 58 0.602060 TfIdf_Stem
3 Q0 2209 59 0.602060 TfIdf_Stem
3 Q0 2513 60 0.602060 TfIdf_Stem
3 Q0 2997 61 0.602060 TfIdf_Stem
3 Q0 3032 62 0.602060 TfIdf_Stem
3 Q0 2186 63 0.602060 TfIdf_Stem
3 Q0 2722 64 0.602060 TfIdf_Stem
3 Q0 3065 65 0.602060 TfIdf_Stem
3 Q0 2890 66 0.602060 TfIdf_Stem
3 Q0 2606 67 0.602060 TfIdf_Stem
3 Q0 2954 68 0.602060 TfIdf_Stem
3 Q0 1847 69 0.602060 TfIdf_Stem
3 Q0 2627 70 0.602060 TfIdf_Stem
3 Q0 2968 71 0.602060 TfIdf_Stem
3 Q0 1658 72 0.602060 TfIdf_Stem
3 Q0 2837 73 0.602060 TfIdf_Stem
3 Q0 1172 74 0.451545 TfIdf_Stem
3 Q0 2301 75 0.451545 TfIdf_Stem
3 Q0 1768 76 0.451545 TfIdf_Stem
3 Q0 1145 77 0.451545 TfIdf_Stem
3 Q0 1549 78 0.451545 TfIdf_Stem
3 Q0 2220 79 0.451545 TfIdf_Stem
3 Q0 2880 80 0.451545 TfIdf_Stem
3 Q0 1858 81 0.451545 TfIdf_Stem
3 Q0 1852 82 0.451545 TfIdf_Stem
3 Q0 2546 83 0.451545 TfIdf_Stem
3 Q0 1694 84 0.451545 TfIdf_Stem
3 Q0 2285 85 0.451545 TfIdf_Stem
3 Q0 1877 86 0.451545 TfIdf_Stem
3 Q0 2751 87 0.451545 TfIdf_Stem
3 Q0 2568 88 0.451545 TfIdf_Stem
3 Q0 2746 89 0.451545 TfIdf_Stem
3 Q0 2827 90 0.451545 TfIdf_Stem
3 Q0 2987 91 0.451545 TfIdf_Stem
3 Q0 2128 92 0.451545 TfIdf_Stem
3 Q0 2652 93 0.451545 TfIdf_Stem
3 Q0 2832 94 0.451545 TfIdf_Stem
3 Q0 1346 95 0.451545 TfIdf_Stem
3 Q0 3074 96 0.451545 TfIdf_Stem
3 Q0 2665 97 0.451545 TfIdf_Stem
3 Q0 2668 98 0.451545 TfIdf_Stem
3 Q0 2670 99 0.451545 TfIdf_Stem
3 Q0 1744 100 0.451545 TfIdf_Stem
