query_id Q0 docid rank TfIdf_Stem_score system_name
6 Q0 2318 1 3.270387 TfIdf_Stem
6 Q0 3048 2 3.197022 TfIdf_Stem
6 Q0 2542 3 2.834396 TfIdf_Stem
6 Q0 3070 4 2.742421 TfIdf_Stem
6 Q0 2344 5 2.727764 TfIdf_Stem
6 Q0 1827 6 2.612838 TfIdf_Stem
6 Q0 1680 7 2.566455 TfIdf_Stem
6 Q0 2319 8 2.502902 TfIdf_Stem
6 Q0 1719 9 2.441064 TfIdf_Stem
6 Q0 2188 10 2.420267 TfIdf_Stem
6 Q0 1653 11 2.303272 TfIdf_Stem
6 Q0 2882 12 2.235709 TfIdf_Stem
6 Q0 2535 13 2.045942 TfIdf_Stem
6 Q0 1591 14 2.039793 TfIdf_Stem
6 Q0 1951 15 1.958288 TfIdf_Stem
6 Q0 1938 16 1.899857 TfIdf_Stem
6 Q0 1695 17 1.871752 TfIdf_Stem
6 Q0 3136 18 1.837457 TfIdf_Stem
6 Q0 2452 19 1.837144 TfIdf_Stem
6 Q0 2245 20 1.799130 TfIdf_Stem
6 Q0 1908 21 1.789463 TfIdf_Stem
6 Q0 1747 22 1.781865 TfIdf_Stem
6 Q0 2984 23 1.739151 TfIdf_Stem
6 Q0 3089 24 1.686522 TfIdf_Stem
6 Q0 3072 25 1.648750 TfIdf_Stem
6 Q0 2798 26 1.629673 TfIdf_Stem
6 Q0 1366 27 1.620146 TfIdf_Stem
6 Q0 1699 28 1.599527 TfIdf_Stem
6 Q0 1792 29 1.570437 TfIdf_Stem
6 Q0 2375 30 1.531895 TfIdf_Stem
6 Q0 2470 31 1.494824 TfIdf_Stem
6 Q0 1572 32 1.451577 TfIdf_Stem
6 Q0 1032 33 1.436504 TfIdf_Stem
6 Q0 2372 34 1.422660 TfIdf_Stem
6 Q0 3059 35 1.412334 TfIdf_Stem
6 Q0 2314 36 1.393743 TfIdf_Stem
6 Q0 1620 37 1.387039 TfIdf_Stem
6 Q0 1916 38 1.384618 TfIdf_Stem
6 Q0 1308 39 1.380641 TfIdf_Stem
6 Q0 1533 40 1.377095 TfIdf_Stem
6 Q0 1698 41 1.376637 TfIdf_Stem
6 Q0 3047 42 1.359462 TfIdf_Stem
6 Q0 2894 43 1.357345 TfIdf_Stem
6 Q0 1892 44 1.355485 TfIdf_Stem
6 Q0 2396 45 1.330087 TfIdf_Stem
6 Q0 2003 46 1.329199 TfIdf_Stem
6 Q0 1542 47 1.318803 TfIdf_Stem
6 Q0 1030 48 1.317116 TfIdf_Stem
6 Q0 2046 49 1.308935 TfIdf_Stem
6 Q0 1771 50 1.305584 TfIdf_Stem
6 Q0 1344 51 1.244078 TfIdf_Stem
6 Q0 2317 52 1.243120 TfIdf_Stem
6 Q0 2374 53 1.226688 TfIdf_Stem
6 Q0 2795 54 1.226688 TfIdf_Stem
6 Q0 3011 55 1.222809 TfIdf_Stem
6 Q0 1665 56 1.217964 TfIdf_Stem
6 Q0 1928 57 1.215404 TfIdf_Stem
6 Q0 2852 58 1.204190 TfIdf_Stem
6 Q0 3087 59 1.204120 TfIdf_Stem
6 Q0 2092 60 1.182267 TfIdf_Stem
6 Q0 1862 61 1.179805 TfIdf_Stem
6 Q0 2681 62 1.168395 TfIdf_Stem
6 Q0 3090 63 1.157882 TfIdf_Stem
6 Q0 2105 64 1.153878 TfIdf_Stem
6 Q0 2977 65 1.144225 TfIdf_Stem
6 Q0 1805 66 1.131255 TfIdf_Stem
6 Q0 1543 67 1.129493 TfIdf_Stem
6 Q0 3049 68 1.121415 TfIdf_Stem
6 Q0 2902 69 1.119243 TfIdf_Stem
6 Q0 1885 70 1.111332 TfIdf_Stem
6 Q0 1750 71 1.103566 TfIdf_Stem
6 Q0 2985 72 1.097030 TfIdf_Stem
6 Q0 3028 73 1.092255 TfIdf_Stem
6 Q0 2979 74 1.082630 TfIdf_Stem
6 Q0 1525 75 1.075948 TfIdf_Stem
6 Q0 2151 76 1.060562 TfIdf_Stem
6 Q0 2197 77 1.058099 TfIdf_Stem
6 Q0 2893 78 1.050792 TfIdf_Stem
6 Q0 2218 79 1.043387 TfIdf_Stem
6 Q0 2820 80 1.038710 TfIdf_Stem
6 Q0 2840 81 1.021777 TfIdf_Stem
6 Q0 40 82 1.013554 TfIdf_Stem
6 Q0 2035 83 1.010250 TfIdf_Stem
6 Q0 2541 84 1.010250 TfIdf_Stem
6 Q0 1199 85 1.007232 TfIdf_Stem
6 Q0 2357 86 1.003714 TfIdf_Stem
6 Q0 585 87 1.000167 TfIdf_Stem
6 Q0 1066 88 0.989626 TfIdf_Stem
6 Q0 1261 89 0.986295 TfIdf_Stem
6 Q0 2390 90 0.985865 TfIdf_Stem
6 Q0 2892 91 0.984852 TfIdf_Stem
6 Q0 2870 92 0.982534 TfIdf_Stem
6 Q0 2111 93 0.981090 TfIdf_Stem
6 Q0 2948 94 0.978558 TfIdf_Stem
6 Q0 2629 95 0.971250 TfIdf_Stem
6 Q0 3153 96 0.967246 TfIdf_Stem
6 Q0 2217 97 0.965775 TfIdf_Stem
6 Q0 3130 98 0.964783 TfIdf_Stem
6 Q0 2198 99 0.946094 TfIdf_Stem
6 Q0 2277 100 0.943291 TfIdf_Stem
