query_id Q0 docid rank TfIdf_Stem_score system_name
2 Q0 2897 1 5.171536 TfIdf_Stem
2 Q0 2033 2 2.892696 TfIdf_Stem
2 Q0 1362 3 2.588858 TfIdf_Stem
2 Q0 1652 4 2.468446 TfIdf_Stem
2 Q0 243 5 2.107210 TfIdf_Stem
2 Q0 675 6 2.047004 TfIdf_Stem
2 Q0 2559 7 1.897893 TfIdf_Stem
2 Q0 1886 8 1.852728 TfIdf_Stem
2 Q0 1947 9 1.720717 TfIdf_Stem
2 Q0 1901 10 1.691624 TfIdf_Stem
2 Q0 2598 11 1.592522 TfIdf_Stem
2 Q0 2645 12 1.507364 TfIdf_Stem
2 Q0 1932 13 1.481648 TfIdf_Stem
2 Q0 1807 14 1.479893 TfIdf_Stem
2 Q0 2863 15 1.458057 TfIdf_Stem
2 Q0 1066 16 1.433346 TfIdf_Stem
2 Q0 2195 17 1.421442 TfIdf_Stem
2 Q0 1566 18 1.421442 TfIdf_Stem
2 Q0 2344 19 1.361236 TfIdf_Stem
2 Q0 1235 20 1.315982 TfIdf_Stem
2 Q0 2819 21 1.303090 TfIdf_Stem
2 Q0 2495 22 1.303090 TfIdf_Stem
2 Q0 2078 23 1.290330 TfIdf_Stem
2 Q0 1719 24 1.281648 TfIdf_Stem
2 Q0 2339 25 1.264326 TfIdf_Stem
2 Q0 2389 26 1.230124 TfIdf_Stem
2 Q0 1999 27 1.221442 TfIdf_Stem
2 Q0 3036 28 1.221442 TfIdf_Stem
2 Q0 2835 29 1.221442 TfIdf_Stem
2 Q0 1651 30 1.192522 TfIdf_Stem
2 Q0 2253 31 1.182678 TfIdf_Stem
2 Q0 1665 32 1.132316 TfIdf_Stem
2 Q0 2623 33 1.120717 TfIdf_Stem
2 Q0 2423 34 1.103090 TfIdf_Stem
2 Q0 2907 35 1.101030 TfIdf_Stem
2 Q0 3085 36 1.101030 TfIdf_Stem
2 Q0 2787 37 1.048913 TfIdf_Stem
2 Q0 2900 38 1.040824 TfIdf_Stem
2 Q0 1655 39 1.023502 TfIdf_Stem
2 Q0 3106 40 1.022735 TfIdf_Stem
2 Q0 3001 41 1.011904 TfIdf_Stem
2 Q0 3053 42 1.002060 TfIdf_Stem
2 Q0 3072 43 0.993510 TfIdf_Stem
2 Q0 2314 44 0.971080 TfIdf_Stem
2 Q0 2000 45 0.961236 TfIdf_Stem
2 Q0 2745 46 0.937645 TfIdf_Stem
2 Q0 2359 47 0.937645 TfIdf_Stem
2 Q0 1552 48 0.934597 TfIdf_Stem
2 Q0 2892 49 0.928501 TfIdf_Stem
2 Q0 2217 50 0.922472 TfIdf_Stem
2 Q0 2081 51 0.882941 TfIdf_Stem
2 Q0 2451 52 0.870050 TfIdf_Stem
2 Q0 2530 53 0.853716 TfIdf_Stem
2 Q0 2437 54 0.825783 TfIdf_Stem
2 Q0 2230 55 0.825783 TfIdf_Stem
2 Q0 3041 56 0.822735 TfIdf_Stem
2 Q0 3163 57 0.821442 TfIdf_Stem
2 Q0 2904 58 0.821442 TfIdf_Stem
2 Q0 1134 59 0.819687 TfIdf_Stem
2 Q0 2220 60 0.802060 TfIdf_Stem
2 Q0 1523 61 0.782678 TfIdf_Stem
2 Q0 1786 62 0.782678 TfIdf_Stem
2 Q0 1670 63 0.782678 TfIdf_Stem
2 Q0 3175 64 0.782678 TfIdf_Stem
2 Q0 1231 65 0.780618 TfIdf_Stem
2 Q0 405 66 0.771080 TfIdf_Stem
2 Q0 2276 67 0.762529 TfIdf_Stem
2 Q0 1811 68 0.759481 TfIdf_Stem
2 Q0 2651 69 0.759481 TfIdf_Stem
2 Q0 1756 70 0.722472 TfIdf_Stem
2 Q0 2692 71 0.722472 TfIdf_Stem
2 Q0 1933 72 0.722472 TfIdf_Stem
2 Q0 2107 73 0.722472 TfIdf_Stem
2 Q0 2346 74 0.722472 TfIdf_Stem
2 Q0 2138 75 0.710874 TfIdf_Stem
2 Q0 3094 76 0.699275 TfIdf_Stem
2 Q0 3152 77 0.699275 TfIdf_Stem
2 Q0 1331 78 0.662266 TfIdf_Stem
2 Q0 1135 79 0.650668 TfIdf_Stem
2 Q0 2902 80 0.645165 TfIdf_Stem
2 Q0 2249 81 0.645165 TfIdf_Stem
2 Q0 1172 82 0.642117 TfIdf_Stem
2 Q0 1694 83 0.642117 TfIdf_Stem
2 Q0 1708 84 0.639069 TfIdf_Stem
2 Q0 2162 85 0.639069 TfIdf_Stem
2 Q0 1698 86 0.639069 TfIdf_Stem
2 Q0 1408 87 0.639069 TfIdf_Stem
2 Q0 1088 88 0.621442 TfIdf_Stem
2 Q0 2141 89 0.602060 TfIdf_Stem
2 Q0 1650 90 0.593510 TfIdf_Stem
2 Q0 1234 91 0.590462 TfIdf_Stem
2 Q0 2177 92 0.590462 TfIdf_Stem
2 Q0 124 93 0.590462 TfIdf_Stem
2 Q0 2064 94 0.590462 TfIdf_Stem
2 Q0 615 95 0.584959 TfIdf_Stem
2 Q0 2374 96 0.581911 TfIdf_Stem
2 Q0 693 97 0.580618 TfIdf_Stem
2 Q0 678 98 0.580618 TfIdf_Stem
2 Q0 2979 99 0.580618 TfIdf_Stem
2 Q0 2400 100 0.578863 TfIdf_Stem
