query_id Q0 docid rank TfIdf_score system_name
60 Q0 2882 1 1.090902 BM25
60 Q0 2876 2 1.011441 BM25
60 Q0 3049 3 0.794688 BM25
60 Q0 2715 4 0.768137 BM25
60 Q0 3059 5 0.732208 BM25
60 Q0 2710 6 0.727279 BM25
60 Q0 3087 7 0.698002 BM25
60 Q0 2976 8 0.665684 BM25
60 Q0 1752 9 0.665155 BM25
60 Q0 3030 10 0.624115 BM25
60 Q0 2888 11 0.609738 BM25
60 Q0 1827 12 0.608264 BM25
60 Q0 2525 13 0.604626 BM25
60 Q0 855 14 0.596286 BM25
60 Q0 2628 15 0.580320 BM25
60 Q0 695 16 0.565259 BM25
60 Q0 2344 17 0.549927 BM25
60 Q0 3089 18 0.548753 BM25
60 Q0 2816 19 0.540286 BM25
60 Q0 1685 20 0.527717 BM25
60 Q0 696 21 0.517057 BM25
60 Q0 3002 22 0.516859 BM25
60 Q0 2955 23 0.513597 BM25
60 Q0 2967 24 0.510288 BM25
60 Q0 2479 25 0.508068 BM25
60 Q0 2311 26 0.506853 BM25
60 Q0 1853 27 0.503529 BM25
60 Q0 3150 28 0.502967 BM25
60 Q0 1695 29 0.492317 BM25
60 Q0 2740 30 0.492021 BM25
60 Q0 1856 31 0.491725 BM25
60 Q0 3134 32 0.487460 BM25
60 Q0 2716 33 0.486318 BM25
60 Q0 1680 34 0.486311 BM25
60 Q0 2948 35 0.485308 BM25
60 Q0 2003 36 0.478552 BM25
60 Q0 2629 37 0.473679 BM25
60 Q0 1033 38 0.473116 BM25
60 Q0 2359 39 0.470555 BM25
60 Q0 1664 40 0.468999 BM25
60 Q0 2452 41 0.467560 BM25
60 Q0 3076 42 0.465493 BM25
60 Q0 3025 43 0.460796 BM25
60 Q0 2516 44 0.459048 BM25
60 Q0 2470 45 0.457658 BM25
60 Q0 1572 46 0.454542 BM25
60 Q0 2680 47 0.452819 BM25
60 Q0 3128 48 0.445296 BM25
60 Q0 2988 49 0.444397 BM25
60 Q0 3046 50 0.440777 BM25
60 Q0 1034 51 0.439294 BM25
60 Q0 2554 52 0.437392 BM25
60 Q0 2852 53 0.436733 BM25
60 Q0 694 54 0.435573 BM25
60 Q0 2371 55 0.433061 BM25
60 Q0 3092 56 0.431170 BM25
60 Q0 3070 57 0.427175 BM25
60 Q0 1961 58 0.427076 BM25
60 Q0 2482 59 0.426910 BM25
60 Q0 2812 60 0.426709 BM25
60 Q0 2219 61 0.423978 BM25
60 Q0 1844 62 0.421807 BM25
60 Q0 2407 63 0.419068 BM25
60 Q0 2928 64 0.418452 BM25
60 Q0 2127 65 0.414565 BM25
60 Q0 1989 66 0.412076 BM25
60 Q0 3112 67 0.404137 BM25
60 Q0 2964 68 0.401989 BM25
60 Q0 1173 69 0.400157 BM25
60 Q0 2720 70 0.398730 BM25
60 Q0 1847 71 0.396693 BM25
60 Q0 2167 72 0.395840 BM25
60 Q0 2811 73 0.395579 BM25
60 Q0 2734 74 0.395275 BM25
60 Q0 1748 75 0.392253 BM25
60 Q0 1591 76 0.390675 BM25
60 Q0 2481 77 0.387112 BM25
60 Q0 1724 78 0.386179 BM25
60 Q0 1542 79 0.381893 BM25
60 Q0 1719 80 0.381852 BM25
60 Q0 2138 81 0.379873 BM25
60 Q0 2406 82 0.378891 BM25
60 Q0 2319 83 0.376846 BM25
60 Q0 2372 84 0.376412 BM25
60 Q0 2817 85 0.376288 BM25
60 Q0 1441 86 0.376062 BM25
60 Q0 1505 87 0.375614 BM25
60 Q0 1238 88 0.375576 BM25
60 Q0 59 89 0.374172 BM25
60 Q0 1163 90 0.371512 BM25
60 Q0 3136 91 0.371334 BM25
60 Q0 2379 92 0.370834 BM25
60 Q0 1571 93 0.370581 BM25
60 Q0 1366 94 0.370031 BM25
60 Q0 3026 95 0.369900 BM25
60 Q0 1525 96 0.369261 BM25
60 Q0 2741 97 0.367672 BM25
60 Q0 585 98 0.366512 BM25
60 Q0 409 99 0.366426 BM25
60 Q0 3137 100 0.365750 BM25
