query_id Q0 docid rank TfIdf_score system_name
45 Q0 1976 1 1.377630 TfIdf
45 Q0 2452 2 1.031026 TfIdf
45 Q0 3002 3 0.805841 TfIdf
45 Q0 2765 4 0.752182 TfIdf
45 Q0 2816 5 0.731384 TfIdf
45 Q0 2114 6 0.725553 TfIdf
45 Q0 2949 7 0.716778 TfIdf
45 Q0 2344 8 0.692915 TfIdf
45 Q0 1412 9 0.689407 TfIdf
45 Q0 2359 10 0.666362 TfIdf
45 Q0 2319 11 0.643820 TfIdf
45 Q0 2542 12 0.641266 TfIdf
45 Q0 1032 13 0.623914 TfIdf
45 Q0 1827 14 0.620306 TfIdf
45 Q0 1194 15 0.613714 TfIdf
45 Q0 3134 16 0.607245 TfIdf
45 Q0 2437 17 0.606221 TfIdf
45 Q0 1856 18 0.600528 TfIdf
45 Q0 1680 19 0.595341 TfIdf
45 Q0 1665 20 0.590862 TfIdf
45 Q0 1719 21 0.589839 TfIdf
45 Q0 2358 22 0.552986 TfIdf
45 Q0 2849 23 0.541340 TfIdf
45 Q0 3152 24 0.531017 TfIdf
45 Q0 2988 25 0.526395 TfIdf
45 Q0 2812 26 0.519598 TfIdf
45 Q0 1652 27 0.517059 TfIdf
45 Q0 1908 28 0.516315 TfIdf
45 Q0 2631 29 0.514841 TfIdf
45 Q0 2991 30 0.506737 TfIdf
45 Q0 2375 31 0.506108 TfIdf
45 Q0 2978 32 0.500556 TfIdf
45 Q0 2957 33 0.493616 TfIdf
45 Q0 3136 34 0.479035 TfIdf
45 Q0 849 35 0.478007 TfIdf
45 Q0 3137 36 0.477731 TfIdf
45 Q0 3181 37 0.477240 TfIdf
45 Q0 2484 38 0.473658 TfIdf
45 Q0 1591 39 0.471034 TfIdf
45 Q0 1792 40 0.470937 TfIdf
45 Q0 1135 41 0.470342 TfIdf
45 Q0 2318 42 0.464150 TfIdf
45 Q0 3087 43 0.463009 TfIdf
45 Q0 3114 44 0.462261 TfIdf
45 Q0 2969 45 0.462222 TfIdf
45 Q0 3070 46 0.459148 TfIdf
45 Q0 397 47 0.453517 TfIdf
45 Q0 2669 48 0.451318 TfIdf
45 Q0 1695 49 0.451283 TfIdf
45 Q0 1267 50 0.450309 TfIdf
45 Q0 3012 51 0.447211 TfIdf
45 Q0 1844 52 0.445910 TfIdf
45 Q0 1699 53 0.444143 TfIdf
45 Q0 2002 54 0.440444 TfIdf
45 Q0 1745 55 0.434653 TfIdf
45 Q0 2424 56 0.433859 TfIdf
45 Q0 696 57 0.432964 TfIdf
45 Q0 2622 58 0.431764 TfIdf
45 Q0 2160 59 0.430789 TfIdf
45 Q0 3047 60 0.426206 TfIdf
45 Q0 2470 61 0.423320 TfIdf
45 Q0 1653 62 0.420456 TfIdf
45 Q0 2951 63 0.419941 TfIdf
45 Q0 1272 64 0.417307 TfIdf
45 Q0 3090 65 0.414920 TfIdf
45 Q0 2680 66 0.414751 TfIdf
45 Q0 3082 67 0.414317 TfIdf
45 Q0 2188 68 0.412010 TfIdf
45 Q0 2092 69 0.411283 TfIdf
45 Q0 2979 70 0.411140 TfIdf
45 Q0 2493 71 0.405940 TfIdf
45 Q0 3128 72 0.404191 TfIdf
45 Q0 2984 73 0.403172 TfIdf
45 Q0 2203 74 0.400057 TfIdf
45 Q0 2629 75 0.398673 TfIdf
45 Q0 2688 76 0.396429 TfIdf
45 Q0 3077 77 0.395026 TfIdf
45 Q0 2451 78 0.389328 TfIdf
45 Q0 2140 79 0.384595 TfIdf
45 Q0 3048 80 0.381817 TfIdf
45 Q0 2862 81 0.381005 TfIdf
45 Q0 1519 82 0.376805 TfIdf
45 Q0 2035 83 0.376397 TfIdf
45 Q0 585 84 0.375382 TfIdf
45 Q0 1456 85 0.374286 TfIdf
45 Q0 3148 86 0.374157 TfIdf
45 Q0 2046 87 0.372089 TfIdf
45 Q0 3011 88 0.372047 TfIdf
45 Q0 1938 89 0.370568 TfIdf
45 Q0 1066 90 0.369635 TfIdf
45 Q0 2931 91 0.365977 TfIdf
45 Q0 2526 92 0.364993 TfIdf
45 Q0 2253 93 0.363977 TfIdf
45 Q0 2298 94 0.363335 TfIdf
45 Q0 3059 95 0.361295 TfIdf
45 Q0 1824 96 0.361282 TfIdf
45 Q0 2390 97 0.359014 TfIdf
45 Q0 409 98 0.358706 TfIdf
45 Q0 2402 99 0.358348 TfIdf
45 Q0 2750 100 0.358297 TfIdf
