query_id Q0 docid rank TfIdf_with_PseudoRel_score system_name
49 Q0 2882 1 2.589247 TfIdf_with_PseudoRel
49 Q0 1699 2 2.397089 TfIdf_with_PseudoRel
49 Q0 1681 3 2.287217 TfIdf_with_PseudoRel
49 Q0 3134 4 2.285901 TfIdf_with_PseudoRel
49 Q0 2288 5 2.197590 TfIdf_with_PseudoRel
49 Q0 2990 6 1.741535 TfIdf_with_PseudoRel
49 Q0 2198 7 1.405811 TfIdf_with_PseudoRel
49 Q0 1844 8 1.341456 TfIdf_with_PseudoRel
49 Q0 2479 9 1.304833 TfIdf_with_PseudoRel
49 Q0 2046 10 1.282565 TfIdf_with_PseudoRel
49 Q0 1457 11 1.239651 TfIdf_with_PseudoRel
49 Q0 2314 12 1.164434 TfIdf_with_PseudoRel
49 Q0 1032 13 1.137007 TfIdf_with_PseudoRel
49 Q0 891 14 1.092005 TfIdf_with_PseudoRel
49 Q0 1922 15 1.066469 TfIdf_with_PseudoRel
49 Q0 2852 16 1.052650 TfIdf_with_PseudoRel
49 Q0 1959 17 1.052132 TfIdf_with_PseudoRel
49 Q0 1976 18 0.986376 TfIdf_with_PseudoRel
49 Q0 2516 19 0.986011 TfIdf_with_PseudoRel
49 Q0 1927 20 0.971135 TfIdf_with_PseudoRel
49 Q0 2406 21 0.967840 TfIdf_with_PseudoRel
49 Q0 2345 22 0.954243 TfIdf_with_PseudoRel
49 Q0 2846 23 0.945271 TfIdf_with_PseudoRel
49 Q0 2631 24 0.944314 TfIdf_with_PseudoRel
49 Q0 1747 25 0.935881 TfIdf_with_PseudoRel
49 Q0 3011 26 0.934320 TfIdf_with_PseudoRel
49 Q0 1725 27 0.932127 TfIdf_with_PseudoRel
49 Q0 2593 28 0.929653 TfIdf_with_PseudoRel
49 Q0 2358 29 0.921715 TfIdf_with_PseudoRel
49 Q0 2832 30 0.912451 TfIdf_with_PseudoRel
49 Q0 3012 31 0.910463 TfIdf_with_PseudoRel
49 Q0 2372 32 0.903273 TfIdf_with_PseudoRel
49 Q0 2561 33 0.893869 TfIdf_with_PseudoRel
