query_id Q0 docid rank TfIdf_with_PseudoRel_score system_name
60 Q0 1965 1 0.879452 TfIdf_with_PseudoRel
60 Q0 2930 2 0.874969 TfIdf_with_PseudoRel
60 Q0 3050 3 0.768397 TfIdf_with_PseudoRel
60 Q0 2387 4 0.758420 TfIdf_with_PseudoRel
60 Q0 1807 5 0.732066 TfIdf_with_PseudoRel
60 Q0 2845 6 0.665684 TfIdf_with_PseudoRel
60 Q0 658 7 0.618113 TfIdf_with_PseudoRel
60 Q0 2161 8 0.597099 TfIdf_with_PseudoRel
60 Q0 3109 9 0.574190 TfIdf_with_PseudoRel
60 Q0 3055 10 0.571736 TfIdf_with_PseudoRel
60 Q0 3105 11 0.571507 TfIdf_with_PseudoRel
60 Q0 3087 12 0.562130 TfIdf_with_PseudoRel
60 Q0 3040 13 0.547817 TfIdf_with_PseudoRel
60 Q0 3054 14 0.539528 TfIdf_with_PseudoRel
60 Q0 2839 15 0.538269 TfIdf_with_PseudoRel
60 Q0 1710 16 0.536708 TfIdf_with_PseudoRel
60 Q0 1329 17 0.535485 TfIdf_with_PseudoRel
60 Q0 2882 18 0.527243 TfIdf_with_PseudoRel
60 Q0 2277 19 0.500772 TfIdf_with_PseudoRel
60 Q0 1658 20 0.479283 TfIdf_with_PseudoRel
60 Q0 1535 21 0.467607 TfIdf_with_PseudoRel
60 Q0 2920 22 0.462991 TfIdf_with_PseudoRel
60 Q0 2850 23 0.455754 TfIdf_with_PseudoRel
60 Q0 2779 24 0.448329 TfIdf_with_PseudoRel
60 Q0 2988 25 0.444879 TfIdf_with_PseudoRel
60 Q0 2967 26 0.443404 TfIdf_with_PseudoRel
60 Q0 2342 27 0.431836 TfIdf_with_PseudoRel
60 Q0 2114 28 0.428318 TfIdf_with_PseudoRel
60 Q0 1433 29 0.428011 TfIdf_with_PseudoRel
60 Q0 1366 30 0.426572 TfIdf_with_PseudoRel
60 Q0 2989 31 0.421829 TfIdf_with_PseudoRel
60 Q0 3108 32 0.417109 TfIdf_with_PseudoRel
60 Q0 2679 33 0.412746 TfIdf_with_PseudoRel
60 Q0 2993 34 0.411261 TfIdf_with_PseudoRel
60 Q0 2274 35 0.410973 TfIdf_with_PseudoRel
