query_id Q0 docid rank TfIdf_with_PseudoRel_score system_name
51 Q0 1665 1 2.510505 TfIdf_with_PseudoRel
51 Q0 2277 2 2.363282 TfIdf_with_PseudoRel
51 Q0 2669 3 2.147154 TfIdf_with_PseudoRel
51 Q0 1811 4 1.962331 TfIdf_with_PseudoRel
51 Q0 2289 5 1.877026 TfIdf_with_PseudoRel
51 Q0 3006 6 1.669498 TfIdf_with_PseudoRel
51 Q0 2723 7 1.605356 TfIdf_with_PseudoRel
51 Q0 2902 8 1.603736 TfIdf_with_PseudoRel
51 Q0 2297 9 1.456301 TfIdf_with_PseudoRel
51 Q0 2838 10 1.229305 TfIdf_with_PseudoRel
51 Q0 2342 11 1.196678 TfIdf_with_PseudoRel
51 Q0 2859 12 1.141373 TfIdf_with_PseudoRel
51 Q0 2668 13 1.123146 TfIdf_with_PseudoRel
51 Q0 1924 14 1.093481 TfIdf_with_PseudoRel
51 Q0 3075 15 1.060511 TfIdf_with_PseudoRel
51 Q0 2526 16 1.010185 TfIdf_with_PseudoRel
51 Q0 2918 17 1.001861 TfIdf_with_PseudoRel
51 Q0 2798 18 1.000407 TfIdf_with_PseudoRel
51 Q0 3153 19 0.951425 TfIdf_with_PseudoRel
51 Q0 2017 20 0.938269 TfIdf_with_PseudoRel
51 Q0 2358 21 0.927677 TfIdf_with_PseudoRel
51 Q0 1810 22 0.902108 TfIdf_with_PseudoRel
51 Q0 2928 23 0.858249 TfIdf_with_PseudoRel
51 Q0 2137 24 0.836453 TfIdf_with_PseudoRel
51 Q0 1751 25 0.836148 TfIdf_with_PseudoRel
51 Q0 1853 26 0.834081 TfIdf_with_PseudoRel
51 Q0 1752 27 0.823725 TfIdf_with_PseudoRel
51 Q0 1825 28 0.816791 TfIdf_with_PseudoRel
51 Q0 2396 29 0.815451 TfIdf_with_PseudoRel
51 Q0 1728 30 0.815441 TfIdf_with_PseudoRel
51 Q0 1856 31 0.808962 TfIdf_with_PseudoRel
51 Q0 2863 32 0.803358 TfIdf_with_PseudoRel
51 Q0 2497 33 0.798873 TfIdf_with_PseudoRel
51 Q0 3156 34 0.792272 TfIdf_with_PseudoRel
51 Q0 3112 35 0.790462 TfIdf_with_PseudoRel
51 Q0 2262 36 0.771973 TfIdf_with_PseudoRel
51 Q0 2450 37 0.768753 TfIdf_with_PseudoRel
51 Q0 3067 38 0.759205 TfIdf_with_PseudoRel
51 Q0 2645 39 0.757061 TfIdf_with_PseudoRel
51 Q0 2582 40 0.737999 TfIdf_with_PseudoRel
51 Q0 1884 41 0.732140 TfIdf_with_PseudoRel
51 Q0 2851 42 0.719037 TfIdf_with_PseudoRel
51 Q0 1725 43 0.676987 TfIdf_with_PseudoRel
51 Q0 1753 44 0.675899 TfIdf_with_PseudoRel
51 Q0 2681 45 0.674126 TfIdf_with_PseudoRel
51 Q0 2522 46 0.663398 TfIdf_with_PseudoRel
51 Q0 2667 47 0.662333 TfIdf_with_PseudoRel
51 Q0 2973 48 0.659949 TfIdf_with_PseudoRel
51 Q0 2175 49 0.648733 TfIdf_with_PseudoRel
51 Q0 2373 50 0.646401 TfIdf_with_PseudoRel
51 Q0 2208 51 0.639870 TfIdf_with_PseudoRel
51 Q0 3097 52 0.638292 TfIdf_with_PseudoRel
51 Q0 1677 53 0.635717 TfIdf_with_PseudoRel
51 Q0 2595 54 0.627927 TfIdf_with_PseudoRel
51 Q0 2914 55 0.614648 TfIdf_with_PseudoRel
51 Q0 2882 56 0.611264 TfIdf_with_PseudoRel
51 Q0 2950 57 0.611144 TfIdf_with_PseudoRel
51 Q0 2740 58 0.610339 TfIdf_with_PseudoRel
51 Q0 2283 59 0.601998 TfIdf_with_PseudoRel
51 Q0 1788 60 0.594722 TfIdf_with_PseudoRel
51 Q0 2188 61 0.589456 TfIdf_with_PseudoRel
51 Q0 2767 62 0.585080 TfIdf_with_PseudoRel
51 Q0 2967 63 0.584824 TfIdf_with_PseudoRel
51 Q0 2434 64 0.582557 TfIdf_with_PseudoRel
51 Q0 2380 65 0.580681 TfIdf_with_PseudoRel
51 Q0 2365 66 0.574377 TfIdf_with_PseudoRel
51 Q0 1641 67 0.565521 TfIdf_with_PseudoRel
51 Q0 2627 68 0.562480 TfIdf_with_PseudoRel
51 Q0 1591 69 0.561682 TfIdf_with_PseudoRel
51 Q0 1846 70 0.559361 TfIdf_with_PseudoRel
51 Q0 2884 71 0.555215 TfIdf_with_PseudoRel
51 Q0 2570 72 0.550720 TfIdf_with_PseudoRel
51 Q0 2988 73 0.549188 TfIdf_with_PseudoRel
51 Q0 1892 74 0.542921 TfIdf_with_PseudoRel
51 Q0 2202 75 0.538005 TfIdf_with_PseudoRel
51 Q0 1879 76 0.537517 TfIdf_with_PseudoRel
51 Q0 3002 77 0.537125 TfIdf_with_PseudoRel
51 Q0 1747 78 0.526352 TfIdf_with_PseudoRel
51 Q0 1503 79 0.524450 TfIdf_with_PseudoRel
51 Q0 1957 80 0.512671 TfIdf_with_PseudoRel
51 Q0 2481 81 0.511355 TfIdf_with_PseudoRel
51 Q0 2795 82 0.509020 TfIdf_with_PseudoRel
51 Q0 3000 83 0.508207 TfIdf_with_PseudoRel
51 Q0 3039 84 0.507896 TfIdf_with_PseudoRel
51 Q0 2263 85 0.507024 TfIdf_with_PseudoRel
51 Q0 2299 86 0.503380 TfIdf_with_PseudoRel
51 Q0 1964 87 0.502147 TfIdf_with_PseudoRel
51 Q0 2085 88 0.501727 TfIdf_with_PseudoRel
51 Q0 2022 89 0.501727 TfIdf_with_PseudoRel
51 Q0 2035 90 0.496724 TfIdf_with_PseudoRel
51 Q0 2314 91 0.493322 TfIdf_with_PseudoRel
51 Q0 1658 92 0.491214 TfIdf_with_PseudoRel
51 Q0 2254 93 0.489028 TfIdf_with_PseudoRel
51 Q0 2484 94 0.487991 TfIdf_with_PseudoRel
51 Q0 1708 95 0.485530 TfIdf_with_PseudoRel
51 Q0 1409 96 0.483159 TfIdf_with_PseudoRel
51 Q0 3077 97 0.476308 TfIdf_with_PseudoRel
51 Q0 2516 98 0.472964 TfIdf_with_PseudoRel
51 Q0 3048 99 0.472787 TfIdf_with_PseudoRel
51 Q0 3091 100 0.471565 TfIdf_with_PseudoRel
