query_id Q0 docid rank TfIdf_with_PseudoRel_score system_name
8 Q0 1685 1 2.921667 TfIdf_with_PseudoRel
8 Q0 1695 2 2.664728 TfIdf_with_PseudoRel
8 Q0 2951 3 2.525145 TfIdf_with_PseudoRel
8 Q0 2776 4 2.452057 TfIdf_with_PseudoRel
8 Q0 2197 5 2.407529 TfIdf_with_PseudoRel
8 Q0 2499 6 2.117425 TfIdf_with_PseudoRel
8 Q0 1928 7 1.792573 TfIdf_with_PseudoRel
8 Q0 2515 8 1.633608 TfIdf_with_PseudoRel
8 Q0 2949 9 1.563305 TfIdf_with_PseudoRel
8 Q0 1261 10 1.440550 TfIdf_with_PseudoRel
8 Q0 2625 11 1.362624 TfIdf_with_PseudoRel
8 Q0 1869 12 1.309813 TfIdf_with_PseudoRel
8 Q0 2890 13 1.304549 TfIdf_with_PseudoRel
8 Q0 2500 14 1.249182 TfIdf_with_PseudoRel
8 Q0 3032 15 1.195901 TfIdf_with_PseudoRel
8 Q0 2371 16 1.079318 TfIdf_with_PseudoRel
8 Q0 1890 17 1.053706 TfIdf_with_PseudoRel
8 Q0 1723 18 0.975854 TfIdf_with_PseudoRel
8 Q0 3133 19 0.937894 TfIdf_with_PseudoRel
8 Q0 2969 20 0.916995 TfIdf_with_PseudoRel
8 Q0 1989 21 0.916524 TfIdf_with_PseudoRel
8 Q0 1680 22 0.875127 TfIdf_with_PseudoRel
8 Q0 3158 23 0.852887 TfIdf_with_PseudoRel
8 Q0 2849 24 0.847694 TfIdf_with_PseudoRel
8 Q0 2020 25 0.843982 TfIdf_with_PseudoRel
8 Q0 2721 26 0.836337 TfIdf_with_PseudoRel
8 Q0 1811 27 0.833583 TfIdf_with_PseudoRel
8 Q0 441 28 0.812503 TfIdf_with_PseudoRel
8 Q0 2046 29 0.790926 TfIdf_with_PseudoRel
8 Q0 1877 30 0.790438 TfIdf_with_PseudoRel
8 Q0 3040 31 0.758230 TfIdf_with_PseudoRel
8 Q0 2712 32 0.756168 TfIdf_with_PseudoRel
8 Q0 3070 33 0.750911 TfIdf_with_PseudoRel
8 Q0 2892 34 0.750277 TfIdf_with_PseudoRel
8 Q0 1366 35 0.721324 TfIdf_with_PseudoRel
8 Q0 1751 36 0.713417 TfIdf_with_PseudoRel
8 Q0 1752 37 0.704228 TfIdf_with_PseudoRel
8 Q0 2194 38 0.698934 TfIdf_with_PseudoRel
8 Q0 2485 39 0.687481 TfIdf_with_PseudoRel
8 Q0 2219 40 0.683283 TfIdf_with_PseudoRel
8 Q0 1846 41 0.673234 TfIdf_with_PseudoRel
8 Q0 2988 42 0.669043 TfIdf_with_PseudoRel
8 Q0 2454 43 0.663624 TfIdf_with_PseudoRel
8 Q0 2181 44 0.661878 TfIdf_with_PseudoRel
8 Q0 2274 45 0.659016 TfIdf_with_PseudoRel
8 Q0 1889 46 0.654218 TfIdf_with_PseudoRel
8 Q0 1591 47 0.653185 TfIdf_with_PseudoRel
8 Q0 3038 48 0.647775 TfIdf_with_PseudoRel
8 Q0 2541 49 0.634031 TfIdf_with_PseudoRel
8 Q0 1505 50 0.632187 TfIdf_with_PseudoRel
8 Q0 3076 51 0.620066 TfIdf_with_PseudoRel
8 Q0 1844 52 0.613314 TfIdf_with_PseudoRel
8 Q0 2482 53 0.612694 TfIdf_with_PseudoRel
8 Q0 3072 54 0.609814 TfIdf_with_PseudoRel
8 Q0 2991 55 0.600655 TfIdf_with_PseudoRel
8 Q0 3153 56 0.597523 TfIdf_with_PseudoRel
8 Q0 1677 57 0.594850 TfIdf_with_PseudoRel
8 Q0 2902 58 0.586000 TfIdf_with_PseudoRel
8 Q0 2858 59 0.581180 TfIdf_with_PseudoRel
8 Q0 2749 60 0.573859 TfIdf_with_PseudoRel
8 Q0 2911 61 0.568899 TfIdf_with_PseudoRel
8 Q0 2900 62 0.560016 TfIdf_with_PseudoRel
8 Q0 3059 63 0.549344 TfIdf_with_PseudoRel
8 Q0 2860 64 0.549182 TfIdf_with_PseudoRel
8 Q0 2614 65 0.544604 TfIdf_with_PseudoRel
8 Q0 2568 66 0.542584 TfIdf_with_PseudoRel
8 Q0 2522 67 0.540297 TfIdf_with_PseudoRel
8 Q0 1771 68 0.539415 TfIdf_with_PseudoRel
8 Q0 1611 69 0.532414 TfIdf_with_PseudoRel
8 Q0 3048 70 0.530640 TfIdf_with_PseudoRel
8 Q0 2767 71 0.530100 TfIdf_with_PseudoRel
8 Q0 2147 72 0.528241 TfIdf_with_PseudoRel
8 Q0 2198 73 0.522435 TfIdf_with_PseudoRel
8 Q0 2894 74 0.515613 TfIdf_with_PseudoRel
8 Q0 2128 75 0.510396 TfIdf_with_PseudoRel
8 Q0 2741 76 0.508415 TfIdf_with_PseudoRel
8 Q0 1862 77 0.496478 TfIdf_with_PseudoRel
8 Q0 1765 78 0.491876 TfIdf_with_PseudoRel
8 Q0 2750 79 0.490933 TfIdf_with_PseudoRel
8 Q0 1856 80 0.490893 TfIdf_with_PseudoRel
8 Q0 2920 81 0.484589 TfIdf_with_PseudoRel
8 Q0 1879 82 0.482787 TfIdf_with_PseudoRel
8 Q0 40 83 0.481062 TfIdf_with_PseudoRel
8 Q0 2379 84 0.478655 TfIdf_with_PseudoRel
8 Q0 1728 85 0.469956 TfIdf_with_PseudoRel
8 Q0 492 86 0.464359 TfIdf_with_PseudoRel
8 Q0 2593 87 0.460496 TfIdf_with_PseudoRel
8 Q0 2501 88 0.459539 TfIdf_with_PseudoRel
8 Q0 1754 89 0.456968 TfIdf_with_PseudoRel
8 Q0 2188 90 0.448636 TfIdf_with_PseudoRel
8 Q0 1747 91 0.447587 TfIdf_with_PseudoRel
8 Q0 2228 92 0.446898 TfIdf_with_PseudoRel
8 Q0 2344 93 0.435463 TfIdf_with_PseudoRel
8 Q0 3035 94 0.432465 TfIdf_with_PseudoRel
8 Q0 1938 95 0.431684 TfIdf_with_PseudoRel
8 Q0 3117 96 0.431234 TfIdf_with_PseudoRel
8 Q0 2406 97 0.423183 TfIdf_with_PseudoRel
8 Q0 1525 98 0.415126 TfIdf_with_PseudoRel
8 Q0 2798 99 0.414952 TfIdf_with_PseudoRel
8 Q0 1030 100 0.413138 TfIdf_with_PseudoRel
