query_id Q0 docid rank TfIdf_with_PseudoRel_score system_name
55 Q0 1665 1 3.231006 TfIdf_with_PseudoRel
55 Q0 2921 2 2.476948 TfIdf_with_PseudoRel
55 Q0 2650 3 1.987824 TfIdf_with_PseudoRel
55 Q0 1846 4 1.237178 TfIdf_with_PseudoRel
55 Q0 2051 5 1.183704 TfIdf_with_PseudoRel
55 Q0 3064 6 1.148256 TfIdf_with_PseudoRel
55 Q0 1739 7 1.112181 TfIdf_with_PseudoRel
55 Q0 1366 8 1.028407 TfIdf_with_PseudoRel
55 Q0 1886 9 0.851334 TfIdf_with_PseudoRel
55 Q0 2112 10 0.844593 TfIdf_with_PseudoRel
55 Q0 2179 11 0.675405 TfIdf_with_PseudoRel
55 Q0 2767 12 0.620981 TfIdf_with_PseudoRel
55 Q0 1825 13 0.616206 TfIdf_with_PseudoRel
55 Q0 2406 14 0.576488 TfIdf_with_PseudoRel
55 Q0 2746 15 0.552882 TfIdf_with_PseudoRel
55 Q0 1928 16 0.549865 TfIdf_with_PseudoRel
55 Q0 3056 17 0.523187 TfIdf_with_PseudoRel
55 Q0 3128 18 0.512738 TfIdf_with_PseudoRel
55 Q0 2916 19 0.506562 TfIdf_with_PseudoRel
55 Q0 1098 20 0.501650 TfIdf_with_PseudoRel
55 Q0 3077 21 0.501245 TfIdf_with_PseudoRel
55 Q0 2342 22 0.498950 TfIdf_with_PseudoRel
55 Q0 2838 23 0.496780 TfIdf_with_PseudoRel
55 Q0 2749 24 0.492719 TfIdf_with_PseudoRel
55 Q0 2931 25 0.491792 TfIdf_with_PseudoRel
55 Q0 1827 26 0.490716 TfIdf_with_PseudoRel
55 Q0 2717 27 0.487255 TfIdf_with_PseudoRel
55 Q0 3082 28 0.477095 TfIdf_with_PseudoRel
55 Q0 2645 29 0.473296 TfIdf_with_PseudoRel
55 Q0 1455 30 0.462647 TfIdf_with_PseudoRel
55 Q0 2002 31 0.458126 TfIdf_with_PseudoRel
55 Q0 1811 32 0.456051 TfIdf_with_PseudoRel
55 Q0 2316 33 0.446095 TfIdf_with_PseudoRel
55 Q0 1359 34 0.435281 TfIdf_with_PseudoRel
55 Q0 1470 35 0.435033 TfIdf_with_PseudoRel
55 Q0 2702 36 0.427827 TfIdf_with_PseudoRel
55 Q0 2301 37 0.427624 TfIdf_with_PseudoRel
