query_id Q0 docid rank TfIdf_with_PseudoRel_score system_name
30 Q0 2882 1 1.666778 TfIdf_with_PseudoRel
30 Q0 1747 2 1.595080 TfIdf_with_PseudoRel
30 Q0 2876 3 1.589972 TfIdf_with_PseudoRel
30 Q0 1856 4 1.562409 TfIdf_with_PseudoRel
30 Q0 1844 5 1.444922 TfIdf_with_PseudoRel
30 Q0 2314 6 1.416795 TfIdf_with_PseudoRel
30 Q0 2198 7 1.377816 TfIdf_with_PseudoRel
30 Q0 2406 8 1.091115 TfIdf_with_PseudoRel
30 Q0 2479 9 1.035058 TfIdf_with_PseudoRel
30 Q0 2046 10 1.001345 TfIdf_with_PseudoRel
30 Q0 1959 11 0.996102 TfIdf_with_PseudoRel
30 Q0 3077 12 0.886310 TfIdf_with_PseudoRel
30 Q0 2812 13 0.867077 TfIdf_with_PseudoRel
30 Q0 2372 14 0.846220 TfIdf_with_PseudoRel
30 Q0 2852 15 0.838464 TfIdf_with_PseudoRel
30 Q0 2593 16 0.824866 TfIdf_with_PseudoRel
30 Q0 3150 17 0.797798 TfIdf_with_PseudoRel
30 Q0 3142 18 0.794481 TfIdf_with_PseudoRel
30 Q0 2985 19 0.785445 TfIdf_with_PseudoRel
30 Q0 3011 20 0.782563 TfIdf_with_PseudoRel
30 Q0 2798 21 0.767325 TfIdf_with_PseudoRel
30 Q0 2138 22 0.757052 TfIdf_with_PseudoRel
30 Q0 2358 23 0.721703 TfIdf_with_PseudoRel
30 Q0 3087 24 0.710972 TfIdf_with_PseudoRel
30 Q0 1677 25 0.709800 TfIdf_with_PseudoRel
30 Q0 2345 26 0.706081 TfIdf_with_PseudoRel
30 Q0 2188 27 0.688856 TfIdf_with_PseudoRel
30 Q0 2407 28 0.682733 TfIdf_with_PseudoRel
30 Q0 1699 29 0.680823 TfIdf_with_PseudoRel
30 Q0 2163 30 0.674011 TfIdf_with_PseudoRel
30 Q0 1728 31 0.654466 TfIdf_with_PseudoRel
30 Q0 2888 32 0.634501 TfIdf_with_PseudoRel
30 Q0 1572 33 0.622311 TfIdf_with_PseudoRel
30 Q0 2718 34 0.619483 TfIdf_with_PseudoRel
30 Q0 1922 35 0.617696 TfIdf_with_PseudoRel
30 Q0 2765 36 0.615885 TfIdf_with_PseudoRel
30 Q0 3068 37 0.614676 TfIdf_with_PseudoRel
30 Q0 1951 38 0.613948 TfIdf_with_PseudoRel
30 Q0 2859 39 0.603004 TfIdf_with_PseudoRel
30 Q0 2151 40 0.598996 TfIdf_with_PseudoRel
30 Q0 2522 41 0.594825 TfIdf_with_PseudoRel
30 Q0 3072 42 0.589631 TfIdf_with_PseudoRel
30 Q0 2501 43 0.588761 TfIdf_with_PseudoRel
30 Q0 3134 44 0.578759 TfIdf_with_PseudoRel
30 Q0 696 45 0.578493 TfIdf_with_PseudoRel
30 Q0 1680 46 0.572782 TfIdf_with_PseudoRel
30 Q0 2931 47 0.568610 TfIdf_with_PseudoRel
30 Q0 2452 48 0.566882 TfIdf_with_PseudoRel
30 Q0 2111 49 0.562899 TfIdf_with_PseudoRel
30 Q0 1470 50 0.559946 TfIdf_with_PseudoRel
30 Q0 1457 51 0.558387 TfIdf_with_PseudoRel
30 Q0 1750 52 0.553209 TfIdf_with_PseudoRel
30 Q0 1066 53 0.551598 TfIdf_with_PseudoRel
30 Q0 2988 54 0.549147 TfIdf_with_PseudoRel
30 Q0 616 55 0.544322 TfIdf_with_PseudoRel
30 Q0 2957 56 0.540252 TfIdf_with_PseudoRel
30 Q0 1908 57 0.538473 TfIdf_with_PseudoRel
30 Q0 2594 58 0.534403 TfIdf_with_PseudoRel
30 Q0 1892 59 0.527839 TfIdf_with_PseudoRel
30 Q0 1938 60 0.526568 TfIdf_with_PseudoRel
30 Q0 1811 61 0.524176 TfIdf_with_PseudoRel
30 Q0 2311 62 0.522100 TfIdf_with_PseudoRel
30 Q0 2959 63 0.519167 TfIdf_with_PseudoRel
30 Q0 2106 64 0.518385 TfIdf_with_PseudoRel
30 Q0 2317 65 0.509843 TfIdf_with_PseudoRel
30 Q0 2567 66 0.509806 TfIdf_with_PseudoRel
30 Q0 2127 67 0.507009 TfIdf_with_PseudoRel
30 Q0 2470 68 0.507003 TfIdf_with_PseudoRel
30 Q0 3090 69 0.506365 TfIdf_with_PseudoRel
30 Q0 855 70 0.503670 TfIdf_with_PseudoRel
30 Q0 1681 71 0.502500 TfIdf_with_PseudoRel
30 Q0 3076 72 0.499375 TfIdf_with_PseudoRel
30 Q0 2947 73 0.498257 TfIdf_with_PseudoRel
30 Q0 1978 74 0.498018 TfIdf_with_PseudoRel
30 Q0 1476 75 0.496644 TfIdf_with_PseudoRel
30 Q0 2669 76 0.493965 TfIdf_with_PseudoRel
30 Q0 2321 77 0.493318 TfIdf_with_PseudoRel
30 Q0 1341 78 0.488691 TfIdf_with_PseudoRel
30 Q0 2424 79 0.488582 TfIdf_with_PseudoRel
30 Q0 1748 80 0.486903 TfIdf_with_PseudoRel
30 Q0 3154 81 0.486423 TfIdf_with_PseudoRel
30 Q0 3112 82 0.485568 TfIdf_with_PseudoRel
30 Q0 2625 83 0.482634 TfIdf_with_PseudoRel
30 Q0 3157 84 0.480862 TfIdf_with_PseudoRel
30 Q0 2561 85 0.479301 TfIdf_with_PseudoRel
30 Q0 1719 86 0.475225 TfIdf_with_PseudoRel
30 Q0 1928 87 0.474868 TfIdf_with_PseudoRel
30 Q0 3105 88 0.474571 TfIdf_with_PseudoRel
30 Q0 3026 89 0.474471 TfIdf_with_PseudoRel
30 Q0 2840 90 0.467554 TfIdf_with_PseudoRel
30 Q0 2396 91 0.465910 TfIdf_with_PseudoRel
30 Q0 2626 92 0.464373 TfIdf_with_PseudoRel
30 Q0 1591 93 0.458865 TfIdf_with_PseudoRel
30 Q0 1324 94 0.457416 TfIdf_with_PseudoRel
30 Q0 2951 95 0.455635 TfIdf_with_PseudoRel
30 Q0 2624 96 0.453518 TfIdf_with_PseudoRel
30 Q0 2750 97 0.448898 TfIdf_with_PseudoRel
30 Q0 435 98 0.448826 TfIdf_with_PseudoRel
30 Q0 2002 99 0.445624 TfIdf_with_PseudoRel
30 Q0 2851 100 0.443658 TfIdf_with_PseudoRel
