query_id Q0 docid rank TfIdf_with_PseudoRel_score system_name
31 Q0 3047 1 1.997823 TfIdf_with_PseudoRel
31 Q0 3077 2 1.769761 TfIdf_with_PseudoRel
31 Q0 2065 3 1.412966 TfIdf_with_PseudoRel
31 Q0 3015 4 1.197832 TfIdf_with_PseudoRel
31 Q0 2421 5 1.072679 TfIdf_with_PseudoRel
31 Q0 1327 6 0.915728 TfIdf_with_PseudoRel
31 Q0 2142 7 0.834834 TfIdf_with_PseudoRel
31 Q0 1741 8 0.651334 TfIdf_with_PseudoRel
31 Q0 2125 9 0.648854 TfIdf_with_PseudoRel
31 Q0 2826 10 0.618494 TfIdf_with_PseudoRel
31 Q0 2931 11 0.592458 TfIdf_with_PseudoRel
31 Q0 1686 12 0.573017 TfIdf_with_PseudoRel
31 Q0 2283 13 0.569529 TfIdf_with_PseudoRel
31 Q0 2370 14 0.561342 TfIdf_with_PseudoRel
31 Q0 1665 15 0.534078 TfIdf_with_PseudoRel
31 Q0 3013 16 0.523274 TfIdf_with_PseudoRel
31 Q0 2829 17 0.497259 TfIdf_with_PseudoRel
31 Q0 1366 18 0.463441 TfIdf_with_PseudoRel
31 Q0 2314 19 0.457832 TfIdf_with_PseudoRel
31 Q0 2211 20 0.456201 TfIdf_with_PseudoRel
31 Q0 2053 21 0.453352 TfIdf_with_PseudoRel
31 Q0 1680 22 0.452459 TfIdf_with_PseudoRel
31 Q0 2188 23 0.444678 TfIdf_with_PseudoRel
31 Q0 1543 24 0.438061 TfIdf_with_PseudoRel
31 Q0 2195 25 0.423457 TfIdf_with_PseudoRel
31 Q0 1891 26 0.419623 TfIdf_with_PseudoRel
31 Q0 2622 27 0.416833 TfIdf_with_PseudoRel
31 Q0 3034 28 0.413061 TfIdf_with_PseudoRel
31 Q0 2726 29 0.412898 TfIdf_with_PseudoRel
31 Q0 2674 30 0.405480 TfIdf_with_PseudoRel
31 Q0 3057 31 0.398314 TfIdf_with_PseudoRel
31 Q0 1844 32 0.397850 TfIdf_with_PseudoRel
31 Q0 1856 33 0.396809 TfIdf_with_PseudoRel
31 Q0 1929 34 0.388100 TfIdf_with_PseudoRel
31 Q0 2856 35 0.388011 TfIdf_with_PseudoRel
31 Q0 1928 36 0.384647 TfIdf_with_PseudoRel
31 Q0 3112 37 0.374623 TfIdf_with_PseudoRel
31 Q0 1066 38 0.373505 TfIdf_with_PseudoRel
31 Q0 1771 39 0.365982 TfIdf_with_PseudoRel
31 Q0 2598 40 0.365837 TfIdf_with_PseudoRel
31 Q0 1108 41 0.363832 TfIdf_with_PseudoRel
31 Q0 2453 42 0.356833 TfIdf_with_PseudoRel
31 Q0 2233 43 0.354697 TfIdf_with_PseudoRel
31 Q0 2470 44 0.354268 TfIdf_with_PseudoRel
31 Q0 2999 45 0.346359 TfIdf_with_PseudoRel
31 Q0 1827 46 0.343860 TfIdf_with_PseudoRel
31 Q0 1591 47 0.341566 TfIdf_with_PseudoRel
31 Q0 1261 48 0.341419 TfIdf_with_PseudoRel
31 Q0 3033 49 0.340821 TfIdf_with_PseudoRel
31 Q0 2004 50 0.339736 TfIdf_with_PseudoRel
31 Q0 3076 51 0.336536 TfIdf_with_PseudoRel
31 Q0 616 52 0.332772 TfIdf_with_PseudoRel
31 Q0 2721 53 0.330863 TfIdf_with_PseudoRel
31 Q0 724 54 0.327726 TfIdf_with_PseudoRel
31 Q0 2317 55 0.326453 TfIdf_with_PseudoRel
