query_id Q0 docid rank TfIdf_with_PseudoRel_score system_name
32 Q0 2289 1 2.653799 TfIdf_with_PseudoRel
32 Q0 1847 2 2.121431 TfIdf_with_PseudoRel
32 Q0 2368 3 1.900729 TfIdf_with_PseudoRel
32 Q0 2177 4 1.825045 TfIdf_with_PseudoRel
32 Q0 2883 5 1.760063 TfIdf_with_PseudoRel
32 Q0 2178 6 1.719196 TfIdf_with_PseudoRel
32 Q0 3139 7 1.654890 TfIdf_with_PseudoRel
32 Q0 2484 8 1.609874 TfIdf_with_PseudoRel
32 Q0 1961 9 1.501144 TfIdf_with_PseudoRel
32 Q0 2490 10 1.261095 TfIdf_with_PseudoRel
32 Q0 2630 11 1.172099 TfIdf_with_PseudoRel
32 Q0 3018 12 0.971070 TfIdf_with_PseudoRel
32 Q0 2059 13 0.938365 TfIdf_with_PseudoRel
32 Q0 2980 14 0.890515 TfIdf_with_PseudoRel
32 Q0 2052 15 0.886397 TfIdf_with_PseudoRel
32 Q0 2015 16 0.879967 TfIdf_with_PseudoRel
32 Q0 1504 17 0.815316 TfIdf_with_PseudoRel
32 Q0 2290 18 0.788689 TfIdf_with_PseudoRel
32 Q0 1936 19 0.787431 TfIdf_with_PseudoRel
32 Q0 3041 20 0.727775 TfIdf_with_PseudoRel
32 Q0 2701 21 0.723990 TfIdf_with_PseudoRel
32 Q0 2695 22 0.719916 TfIdf_with_PseudoRel
32 Q0 2568 23 0.700572 TfIdf_with_PseudoRel
32 Q0 2619 24 0.694326 TfIdf_with_PseudoRel
32 Q0 3040 25 0.691921 TfIdf_with_PseudoRel
32 Q0 2877 26 0.690787 TfIdf_with_PseudoRel
32 Q0 3156 27 0.689623 TfIdf_with_PseudoRel
32 Q0 2430 28 0.645451 TfIdf_with_PseudoRel
32 Q0 2722 29 0.635622 TfIdf_with_PseudoRel
32 Q0 2195 30 0.628016 TfIdf_with_PseudoRel
32 Q0 2451 31 0.614539 TfIdf_with_PseudoRel
32 Q0 3124 32 0.607412 TfIdf_with_PseudoRel
32 Q0 2254 33 0.553539 TfIdf_with_PseudoRel
32 Q0 2752 34 0.539119 TfIdf_with_PseudoRel
32 Q0 1925 35 0.538216 TfIdf_with_PseudoRel
32 Q0 2934 36 0.534841 TfIdf_with_PseudoRel
32 Q0 2923 37 0.525826 TfIdf_with_PseudoRel
32 Q0 2483 38 0.515062 TfIdf_with_PseudoRel
32 Q0 3008 39 0.505529 TfIdf_with_PseudoRel
32 Q0 2125 40 0.491093 TfIdf_with_PseudoRel
32 Q0 2925 41 0.490746 TfIdf_with_PseudoRel
32 Q0 1935 42 0.477531 TfIdf_with_PseudoRel
32 Q0 3033 43 0.464110 TfIdf_with_PseudoRel
32 Q0 2692 44 0.460567 TfIdf_with_PseudoRel
32 Q0 2155 45 0.458132 TfIdf_with_PseudoRel
32 Q0 1456 46 0.452312 TfIdf_with_PseudoRel
32 Q0 3096 47 0.448121 TfIdf_with_PseudoRel
32 Q0 1727 48 0.447766 TfIdf_with_PseudoRel
32 Q0 2189 49 0.444443 TfIdf_with_PseudoRel
32 Q0 2283 50 0.442197 TfIdf_with_PseudoRel
32 Q0 2598 51 0.436012 TfIdf_with_PseudoRel
32 Q0 2767 52 0.435405 TfIdf_with_PseudoRel
32 Q0 2033 53 0.435333 TfIdf_with_PseudoRel
32 Q0 1924 54 0.434841 TfIdf_with_PseudoRel
32 Q0 2753 55 0.427156 TfIdf_with_PseudoRel
32 Q0 3164 56 0.423943 TfIdf_with_PseudoRel
32 Q0 3163 57 0.422966 TfIdf_with_PseudoRel
32 Q0 849 58 0.418405 TfIdf_with_PseudoRel
32 Q0 2986 59 0.418395 TfIdf_with_PseudoRel
32 Q0 1828 60 0.415745 TfIdf_with_PseudoRel
32 Q0 1934 61 0.410657 TfIdf_with_PseudoRel
32 Q0 3125 62 0.408024 TfIdf_with_PseudoRel
32 Q0 2273 63 0.402300 TfIdf_with_PseudoRel
32 Q0 2263 64 0.397710 TfIdf_with_PseudoRel
32 Q0 1145 65 0.396977 TfIdf_with_PseudoRel
32 Q0 2931 66 0.383503 TfIdf_with_PseudoRel
32 Q0 1983 67 0.379647 TfIdf_with_PseudoRel
32 Q0 2196 68 0.378059 TfIdf_with_PseudoRel
32 Q0 2287 69 0.376728 TfIdf_with_PseudoRel
32 Q0 3100 70 0.376342 TfIdf_with_PseudoRel
32 Q0 2769 71 0.373335 TfIdf_with_PseudoRel
32 Q0 3032 72 0.370508 TfIdf_with_PseudoRel
