query_id Q0 docid rank TfIdf_with_PseudoRel_score system_name
46 Q0 2882 1 2.617741 TfIdf_with_PseudoRel
46 Q0 3134 2 2.346304 TfIdf_with_PseudoRel
46 Q0 2990 3 2.300431 TfIdf_with_PseudoRel
46 Q0 1699 4 2.210558 TfIdf_with_PseudoRel
46 Q0 2288 5 1.756291 TfIdf_with_PseudoRel
46 Q0 1681 6 1.722315 TfIdf_with_PseudoRel
46 Q0 2217 7 1.606991 TfIdf_with_PseudoRel
46 Q0 1457 8 1.569820 TfIdf_with_PseudoRel
46 Q0 2711 9 1.511136 TfIdf_with_PseudoRel
46 Q0 2046 10 1.450423 TfIdf_with_PseudoRel
46 Q0 1032 11 1.292946 TfIdf_with_PseudoRel
46 Q0 891 12 1.235621 TfIdf_with_PseudoRel
46 Q0 1976 13 1.156250 TfIdf_with_PseudoRel
46 Q0 2307 14 1.117484 TfIdf_with_PseudoRel
46 Q0 1922 15 1.057791 TfIdf_with_PseudoRel
46 Q0 2516 16 1.054521 TfIdf_with_PseudoRel
46 Q0 2451 17 1.048029 TfIdf_with_PseudoRel
46 Q0 1516 18 1.041339 TfIdf_with_PseudoRel
46 Q0 2561 19 1.030444 TfIdf_with_PseudoRel
46 Q0 2631 20 1.026133 TfIdf_with_PseudoRel
46 Q0 2832 21 0.984998 TfIdf_with_PseudoRel
46 Q0 696 22 0.982815 TfIdf_with_PseudoRel
46 Q0 2846 23 0.972406 TfIdf_with_PseudoRel
46 Q0 1927 24 0.969202 TfIdf_with_PseudoRel
46 Q0 2198 25 0.959349 TfIdf_with_PseudoRel
46 Q0 1359 26 0.948311 TfIdf_with_PseudoRel
46 Q0 2314 27 0.945883 TfIdf_with_PseudoRel
46 Q0 2870 28 0.932772 TfIdf_with_PseudoRel
46 Q0 2484 29 0.925080 TfIdf_with_PseudoRel
46 Q0 1937 30 0.922379 TfIdf_with_PseudoRel
46 Q0 1725 31 0.915282 TfIdf_with_PseudoRel
46 Q0 1412 32 0.875292 TfIdf_with_PseudoRel
46 Q0 2765 33 0.869013 TfIdf_with_PseudoRel
