query_id Q0 docid rank TfIdf_with_PseudoRel_score system_name
33 Q0 1781 1 0.883479 TfIdf_with_PseudoRel
33 Q0 1379 2 0.601186 TfIdf_with_PseudoRel
33 Q0 2554 3 0.565486 TfIdf_with_PseudoRel
33 Q0 2060 4 0.518639 TfIdf_with_PseudoRel
33 Q0 2697 5 0.490846 TfIdf_with_PseudoRel
33 Q0 1787 6 0.406487 TfIdf_with_PseudoRel
33 Q0 1945 7 0.396449 TfIdf_with_PseudoRel
33 Q0 2178 8 0.352304 TfIdf_with_PseudoRel
33 Q0 1491 9 0.351418 TfIdf_with_PseudoRel
33 Q0 1860 10 0.348973 TfIdf_with_PseudoRel
33 Q0 3077 11 0.342200 TfIdf_with_PseudoRel
33 Q0 1188 12 0.338750 TfIdf_with_PseudoRel
33 Q0 2546 13 0.335770 TfIdf_with_PseudoRel
33 Q0 2812 14 0.323205 TfIdf_with_PseudoRel
33 Q0 2679 15 0.318324 TfIdf_with_PseudoRel
33 Q0 2081 16 0.311437 TfIdf_with_PseudoRel
33 Q0 2842 17 0.307863 TfIdf_with_PseudoRel
33 Q0 2252 18 0.307324 TfIdf_with_PseudoRel
33 Q0 2887 19 0.302129 TfIdf_with_PseudoRel
33 Q0 2091 20 0.293224 TfIdf_with_PseudoRel
33 Q0 3115 21 0.289063 TfIdf_with_PseudoRel
33 Q0 1350 22 0.283572 TfIdf_with_PseudoRel
33 Q0 1423 23 0.280872 TfIdf_with_PseudoRel
33 Q0 3069 24 0.275957 TfIdf_with_PseudoRel
33 Q0 2645 25 0.274948 TfIdf_with_PseudoRel
33 Q0 1665 26 0.273478 TfIdf_with_PseudoRel
33 Q0 3152 27 0.270291 TfIdf_with_PseudoRel
33 Q0 1135 28 0.267458 TfIdf_with_PseudoRel
33 Q0 3112 29 0.267191 TfIdf_with_PseudoRel
33 Q0 2805 30 0.264693 TfIdf_with_PseudoRel
33 Q0 2061 31 0.263541 TfIdf_with_PseudoRel
33 Q0 2406 32 0.260916 TfIdf_with_PseudoRel
33 Q0 2314 33 0.257096 TfIdf_with_PseudoRel
33 Q0 1693 34 0.257040 TfIdf_with_PseudoRel
33 Q0 2986 35 0.255628 TfIdf_with_PseudoRel
33 Q0 2127 36 0.254722 TfIdf_with_PseudoRel
33 Q0 2534 37 0.251583 TfIdf_with_PseudoRel
33 Q0 1470 38 0.251411 TfIdf_with_PseudoRel
33 Q0 1788 39 0.250817 TfIdf_with_PseudoRel
33 Q0 2179 40 0.250593 TfIdf_with_PseudoRel
33 Q0 2971 41 0.250523 TfIdf_with_PseudoRel
33 Q0 1824 42 0.249801 TfIdf_with_PseudoRel
33 Q0 2723 43 0.249291 TfIdf_with_PseudoRel
33 Q0 2929 44 0.248483 TfIdf_with_PseudoRel
33 Q0 1234 45 0.247250 TfIdf_with_PseudoRel
33 Q0 1464 46 0.246061 TfIdf_with_PseudoRel
33 Q0 1836 47 0.242495 TfIdf_with_PseudoRel
33 Q0 2341 48 0.240816 TfIdf_with_PseudoRel
33 Q0 1614 49 0.239172 TfIdf_with_PseudoRel
33 Q0 2698 50 0.239028 TfIdf_with_PseudoRel
33 Q0 321 51 0.238543 TfIdf_with_PseudoRel
33 Q0 2319 52 0.237586 TfIdf_with_PseudoRel
33 Q0 1856 53 0.236159 TfIdf_with_PseudoRel
33 Q0 2342 54 0.234105 TfIdf_with_PseudoRel
33 Q0 3106 55 0.232615 TfIdf_with_PseudoRel
33 Q0 1946 56 0.232410 TfIdf_with_PseudoRel
33 Q0 2652 57 0.232246 TfIdf_with_PseudoRel
33 Q0 2739 58 0.231843 TfIdf_with_PseudoRel
33 Q0 2855 59 0.231491 TfIdf_with_PseudoRel
33 Q0 1380 60 0.229947 TfIdf_with_PseudoRel
33 Q0 1323 61 0.229718 TfIdf_with_PseudoRel
33 Q0 3138 62 0.229157 TfIdf_with_PseudoRel
33 Q0 2923 63 0.229004 TfIdf_with_PseudoRel
33 Q0 644 64 0.228424 TfIdf_with_PseudoRel
33 Q0 1404 65 0.228219 TfIdf_with_PseudoRel
33 Q0 2906 66 0.227874 TfIdf_with_PseudoRel
