query_id Q0 docid rank TfIdf_with_PseudoRel_score system_name
26 Q0 1922 1 5.471169 TfIdf_with_PseudoRel
26 Q0 2314 2 2.180187 TfIdf_with_PseudoRel
26 Q0 1747 3 2.041180 TfIdf_with_PseudoRel
26 Q0 2939 4 1.982441 TfIdf_with_PseudoRel
26 Q0 1290 5 1.889885 TfIdf_with_PseudoRel
26 Q0 2377 6 1.782139 TfIdf_with_PseudoRel
26 Q0 1476 7 1.582630 TfIdf_with_PseudoRel
26 Q0 2406 8 1.479483 TfIdf_with_PseudoRel
26 Q0 2709 9 1.433473 TfIdf_with_PseudoRel
26 Q0 2198 10 1.425367 TfIdf_with_PseudoRel
26 Q0 2046 11 1.399835 TfIdf_with_PseudoRel
26 Q0 1591 12 1.351312 TfIdf_with_PseudoRel
26 Q0 972 13 1.331032 TfIdf_with_PseudoRel
26 Q0 2626 14 1.328940 TfIdf_with_PseudoRel
26 Q0 2876 15 1.306070 TfIdf_with_PseudoRel
26 Q0 1677 16 1.300015 TfIdf_with_PseudoRel
26 Q0 2372 17 1.233248 TfIdf_with_PseudoRel
26 Q0 3077 18 1.169197 TfIdf_with_PseudoRel
26 Q0 3068 19 1.167522 TfIdf_with_PseudoRel
26 Q0 696 20 1.115535 TfIdf_with_PseudoRel
26 Q0 1680 21 1.086357 TfIdf_with_PseudoRel
26 Q0 1844 22 1.077019 TfIdf_with_PseudoRel
26 Q0 3105 23 1.058112 TfIdf_with_PseudoRel
26 Q0 3154 24 1.022966 TfIdf_with_PseudoRel
26 Q0 2438 25 0.988137 TfIdf_with_PseudoRel
26 Q0 2424 26 0.963117 TfIdf_with_PseudoRel
26 Q0 2882 27 0.912341 TfIdf_with_PseudoRel
26 Q0 2870 28 0.910994 TfIdf_with_PseudoRel
26 Q0 2651 29 0.898949 TfIdf_with_PseudoRel
26 Q0 2138 30 0.897831 TfIdf_with_PseudoRel
26 Q0 2083 31 0.895854 TfIdf_with_PseudoRel
26 Q0 1750 32 0.893139 TfIdf_with_PseudoRel
26 Q0 2849 33 0.890758 TfIdf_with_PseudoRel
26 Q0 2878 34 0.885952 TfIdf_with_PseudoRel
26 Q0 3128 35 0.884361 TfIdf_with_PseudoRel
26 Q0 1728 36 0.875712 TfIdf_with_PseudoRel
26 Q0 1959 37 0.851132 TfIdf_with_PseudoRel
26 Q0 3150 38 0.848313 TfIdf_with_PseudoRel
26 Q0 2940 39 0.825671 TfIdf_with_PseudoRel
26 Q0 2632 40 0.812188 TfIdf_with_PseudoRel
26 Q0 2887 41 0.810445 TfIdf_with_PseudoRel
26 Q0 2593 42 0.807977 TfIdf_with_PseudoRel
26 Q0 2840 43 0.802662 TfIdf_with_PseudoRel
26 Q0 2060 44 0.797587 TfIdf_with_PseudoRel
26 Q0 2319 45 0.790084 TfIdf_with_PseudoRel
26 Q0 2366 46 0.787456 TfIdf_with_PseudoRel
26 Q0 2379 47 0.784680 TfIdf_with_PseudoRel
26 Q0 2750 48 0.779225 TfIdf_with_PseudoRel
26 Q0 2594 49 0.777871 TfIdf_with_PseudoRel
