query_id Q0 docid rank TfIdf_with_PseudoRel_score system_name
50 Q0 2288 1 2.941858 TfIdf_with_PseudoRel
50 Q0 1681 2 2.887127 TfIdf_with_PseudoRel
50 Q0 2882 3 2.872642 TfIdf_with_PseudoRel
50 Q0 1699 4 2.817578 TfIdf_with_PseudoRel
50 Q0 3134 5 2.706479 TfIdf_with_PseudoRel
50 Q0 1665 6 2.364694 TfIdf_with_PseudoRel
50 Q0 2990 7 2.048290 TfIdf_with_PseudoRel
50 Q0 1811 8 1.775808 TfIdf_with_PseudoRel
50 Q0 891 9 1.612034 TfIdf_with_PseudoRel
50 Q0 1457 10 1.536475 TfIdf_with_PseudoRel
50 Q0 1922 11 1.307934 TfIdf_with_PseudoRel
50 Q0 1976 12 1.289794 TfIdf_with_PseudoRel
50 Q0 1032 13 1.278489 TfIdf_with_PseudoRel
50 Q0 2516 14 1.274196 TfIdf_with_PseudoRel
50 Q0 2046 15 1.254034 TfIdf_with_PseudoRel
50 Q0 2846 16 1.232278 TfIdf_with_PseudoRel
50 Q0 1725 17 1.210468 TfIdf_with_PseudoRel
50 Q0 2631 18 1.199688 TfIdf_with_PseudoRel
50 Q0 2832 19 1.174911 TfIdf_with_PseudoRel
50 Q0 1927 20 1.118148 TfIdf_with_PseudoRel
50 Q0 1937 21 1.111844 TfIdf_with_PseudoRel
50 Q0 1359 22 1.088355 TfIdf_with_PseudoRel
50 Q0 2561 23 1.069428 TfIdf_with_PseudoRel
50 Q0 3012 24 1.053885 TfIdf_with_PseudoRel
50 Q0 2455 25 1.043526 TfIdf_with_PseudoRel
50 Q0 1680 26 1.033509 TfIdf_with_PseudoRel
50 Q0 2140 27 1.021378 TfIdf_with_PseudoRel
50 Q0 2314 28 0.981563 TfIdf_with_PseudoRel
50 Q0 2160 29 0.948619 TfIdf_with_PseudoRel
50 Q0 2451 30 0.947919 TfIdf_with_PseudoRel
50 Q0 3087 31 0.944906 TfIdf_with_PseudoRel
50 Q0 2484 32 0.928215 TfIdf_with_PseudoRel
50 Q0 2723 33 0.907856 TfIdf_with_PseudoRel
50 Q0 2947 34 0.905949 TfIdf_with_PseudoRel
50 Q0 2870 35 0.866620 TfIdf_with_PseudoRel
50 Q0 2198 36 0.864798 TfIdf_with_PseudoRel
50 Q0 1514 37 0.857344 TfIdf_with_PseudoRel
50 Q0 2711 38 0.845316 TfIdf_with_PseudoRel
