query_id Q0 docid rank CosineSim_score system_name
26 Q0 1461 1 0.131262 CosineSim
26 Q0 2626 2 0.129928 CosineSim
26 Q0 2844 3 0.124405 CosineSim
26 Q0 2939 4 0.118429 CosineSim
26 Q0 3105 5 0.115692 CosineSim
26 Q0 2840 6 0.115274 CosineSim
26 Q0 1677 7 0.113705 CosineSim
26 Q0 1922 8 0.112433 CosineSim
26 Q0 2372 9 0.110319 CosineSim
26 Q0 59 10 0.110276 CosineSim
26 Q0 2870 11 0.110098 CosineSim
26 Q0 1750 12 0.109726 CosineSim
26 Q0 3068 13 0.109536 CosineSim
26 Q0 2377 14 0.104685 CosineSim
26 Q0 3128 15 0.103930 CosineSim
26 Q0 2314 16 0.103007 CosineSim
26 Q0 2938 17 0.102534 CosineSim
26 Q0 2632 18 0.102278 CosineSim
26 Q0 2866 19 0.101704 CosineSim
26 Q0 2364 20 0.098220 CosineSim
26 Q0 2320 21 0.098073 CosineSim
26 Q0 84 22 0.097951 CosineSim
26 Q0 2541 23 0.097631 CosineSim
26 Q0 2080 24 0.097427 CosineSim
26 Q0 1247 25 0.096833 CosineSim
26 Q0 2069 26 0.095298 CosineSim
26 Q0 1591 27 0.095113 CosineSim
26 Q0 483 28 0.094652 CosineSim
26 Q0 86 29 0.094645 CosineSim
26 Q0 2578 30 0.094557 CosineSim
26 Q0 2936 31 0.094441 CosineSim
26 Q0 2817 32 0.094205 CosineSim
26 Q0 2036 33 0.093699 CosineSim
26 Q0 3073 34 0.093506 CosineSim
26 Q0 1680 35 0.092391 CosineSim
26 Q0 2878 36 0.091439 CosineSim
26 Q0 2558 37 0.090955 CosineSim
26 Q0 2796 38 0.090221 CosineSim
26 Q0 1754 39 0.089898 CosineSim
26 Q0 2867 40 0.089695 CosineSim
26 Q0 1747 41 0.089244 CosineSim
26 Q0 1534 42 0.089078 CosineSim
26 Q0 1341 43 0.088968 CosineSim
26 Q0 2742 44 0.088867 CosineSim
26 Q0 1462 45 0.088683 CosineSim
26 Q0 617 46 0.088627 CosineSim
26 Q0 1755 47 0.088062 CosineSim
26 Q0 1923 48 0.087526 CosineSim
26 Q0 2482 49 0.087510 CosineSim
26 Q0 1463 50 0.087196 CosineSim
26 Q0 2151 51 0.086811 CosineSim
26 Q0 618 52 0.086649 CosineSim
26 Q0 2111 53 0.086484 CosineSim
26 Q0 2256 54 0.086368 CosineSim
26 Q0 1485 55 0.086174 CosineSim
26 Q0 2950 56 0.086086 CosineSim
26 Q0 3050 57 0.085965 CosineSim
26 Q0 3026 58 0.085909 CosineSim
26 Q0 104 59 0.085524 CosineSim
26 Q0 2767 60 0.085191 CosineSim
26 Q0 1226 61 0.084939 CosineSim
26 Q0 300 62 0.084063 CosineSim
26 Q0 2621 63 0.083885 CosineSim
26 Q0 1476 64 0.083855 CosineSim
26 Q0 2876 65 0.083851 CosineSim
26 Q0 121 66 0.083442 CosineSim
26 Q0 2740 67 0.083314 CosineSim
26 Q0 2821 68 0.083012 CosineSim
26 Q0 2366 69 0.082676 CosineSim
26 Q0 2424 70 0.082494 CosineSim
26 Q0 1290 71 0.082314 CosineSim
26 Q0 1728 72 0.082220 CosineSim
26 Q0 1069 73 0.082070 CosineSim
26 Q0 1472 74 0.081954 CosineSim
26 Q0 2522 75 0.081640 CosineSim
26 Q0 2321 76 0.081396 CosineSim
26 Q0 3141 77 0.081328 CosineSim
26 Q0 3127 78 0.081036 CosineSim
26 Q0 2949 79 0.080814 CosineSim
26 Q0 1951 80 0.080368 CosineSim
26 Q0 2716 81 0.080149 CosineSim
26 Q0 439 82 0.079555 CosineSim
26 Q0 1636 83 0.079543 CosineSim
26 Q0 971 84 0.079227 CosineSim
26 Q0 3174 85 0.079191 CosineSim
26 Q0 1199 86 0.078275 CosineSim
26 Q0 1236 87 0.078271 CosineSim
26 Q0 2985 88 0.078128 CosineSim
26 Q0 2357 89 0.077896 CosineSim
26 Q0 2624 90 0.077814 CosineSim
26 Q0 2317 91 0.077742 CosineSim
26 Q0 2379 92 0.077591 CosineSim
26 Q0 3137 93 0.077406 CosineSim
26 Q0 1033 94 0.077291 CosineSim
26 Q0 3025 95 0.077276 CosineSim
26 Q0 2888 96 0.077258 CosineSim
26 Q0 2184 97 0.077026 CosineSim
26 Q0 696 98 0.077009 CosineSim
26 Q0 2849 99 0.076947 CosineSim
26 Q0 3153 100 0.076872 CosineSim
