query_id Q0 docid rank CosineSim_score system_name
63 Q0 3075 1 0.126440 CosineSim
63 Q0 2266 2 0.125707 CosineSim
63 Q0 3061 3 0.122535 CosineSim
63 Q0 2973 4 0.122319 CosineSim
63 Q0 1795 5 0.118174 CosineSim
63 Q0 950 6 0.114613 CosineSim
63 Q0 2714 7 0.113097 CosineSim
63 Q0 2781 8 0.110726 CosineSim
63 Q0 2289 9 0.108923 CosineSim
63 Q0 2700 10 0.108584 CosineSim
63 Q0 2896 11 0.107902 CosineSim
63 Q0 3059 12 0.107399 CosineSim
63 Q0 2685 13 0.107376 CosineSim
63 Q0 392 14 0.106973 CosineSim
63 Q0 141 15 0.106315 CosineSim
63 Q0 3156 16 0.105909 CosineSim
63 Q0 2785 17 0.104048 CosineSim
63 Q0 1158 18 0.102986 CosineSim
63 Q0 1846 19 0.102613 CosineSim
63 Q0 2895 20 0.101823 CosineSim
63 Q0 2884 21 0.101624 CosineSim
63 Q0 2898 22 0.101034 CosineSim
63 Q0 2337 23 0.099980 CosineSim
63 Q0 371 24 0.099520 CosineSim
63 Q0 2557 25 0.098963 CosineSim
63 Q0 1601 26 0.098935 CosineSim
63 Q0 1302 27 0.098867 CosineSim
63 Q0 2570 28 0.098859 CosineSim
63 Q0 320 29 0.097757 CosineSim
63 Q0 1262 30 0.097186 CosineSim
63 Q0 1536 31 0.096131 CosineSim
63 Q0 2433 32 0.094944 CosineSim
63 Q0 2342 33 0.093758 CosineSim
63 Q0 2851 34 0.093647 CosineSim
63 Q0 2195 35 0.092544 CosineSim
63 Q0 2325 36 0.092296 CosineSim
63 Q0 2062 37 0.090923 CosineSim
63 Q0 3073 38 0.090094 CosineSim
63 Q0 3039 39 0.088721 CosineSim
63 Q0 1957 40 0.088109 CosineSim
63 Q0 2324 41 0.087490 CosineSim
63 Q0 2767 42 0.087233 CosineSim
63 Q0 2490 43 0.086991 CosineSim
63 Q0 3166 44 0.086858 CosineSim
63 Q0 1569 45 0.086796 CosineSim
63 Q0 2630 46 0.086342 CosineSim
63 Q0 2838 47 0.086191 CosineSim
63 Q0 3086 48 0.085568 CosineSim
63 Q0 2283 49 0.085455 CosineSim
63 Q0 2226 50 0.085126 CosineSim
63 Q0 3131 51 0.084897 CosineSim
63 Q0 1828 52 0.084714 CosineSim
63 Q0 2114 53 0.084019 CosineSim
63 Q0 2401 54 0.083676 CosineSim
63 Q0 1411 55 0.083574 CosineSim
63 Q0 2182 56 0.083377 CosineSim
63 Q0 2402 57 0.082554 CosineSim
63 Q0 409 58 0.082323 CosineSim
63 Q0 2740 59 0.082114 CosineSim
63 Q0 1171 60 0.081612 CosineSim
63 Q0 1796 61 0.081322 CosineSim
63 Q0 2932 62 0.079775 CosineSim
63 Q0 1468 63 0.079738 CosineSim
63 Q0 2743 64 0.079090 CosineSim
63 Q0 2679 65 0.079015 CosineSim
63 Q0 2135 66 0.077443 CosineSim
63 Q0 1658 67 0.077091 CosineSim
63 Q0 2837 68 0.076858 CosineSim
63 Q0 2263 69 0.076466 CosineSim
63 Q0 2232 70 0.076445 CosineSim
63 Q0 1417 71 0.075759 CosineSim
63 Q0 2950 72 0.075486 CosineSim
63 Q0 2030 73 0.075424 CosineSim
63 Q0 270 74 0.075392 CosineSim
63 Q0 1952 75 0.075164 CosineSim
63 Q0 3037 76 0.075029 CosineSim
63 Q0 2865 77 0.074773 CosineSim
63 Q0 2007 78 0.074578 CosineSim
63 Q0 3058 79 0.074544 CosineSim
63 Q0 2080 80 0.073269 CosineSim
63 Q0 2560 81 0.073260 CosineSim
63 Q0 2727 82 0.072981 CosineSim
63 Q0 2276 83 0.072930 CosineSim
63 Q0 2306 84 0.072873 CosineSim
63 Q0 1551 85 0.072699 CosineSim
63 Q0 1008 86 0.072659 CosineSim
63 Q0 2175 87 0.072446 CosineSim
63 Q0 3124 88 0.072310 CosineSim
63 Q0 1959 89 0.071756 CosineSim
63 Q0 717 90 0.071552 CosineSim
63 Q0 2567 91 0.071493 CosineSim
63 Q0 2819 92 0.071492 CosineSim
63 Q0 1660 93 0.071464 CosineSim
63 Q0 1342 94 0.071191 CosineSim
63 Q0 804 95 0.071065 CosineSim
63 Q0 34 96 0.070694 CosineSim
63 Q0 1471 97 0.070137 CosineSim
63 Q0 2903 98 0.070014 CosineSim
63 Q0 1873 99 0.069874 CosineSim
63 Q0 2627 100 0.069449 CosineSim
