query_id Q0 docid rank CosineSim_score system_name
55 Q0 1896 1 0.193078 CosineSim
55 Q0 1898 2 0.190608 CosineSim
55 Q0 1993 3 0.187678 CosineSim
55 Q0 1739 4 0.172564 CosineSim
55 Q0 2650 5 0.170096 CosineSim
55 Q0 1355 6 0.156337 CosineSim
55 Q0 2921 7 0.148961 CosineSim
55 Q0 1665 8 0.129912 CosineSim
55 Q0 2112 9 0.128682 CosineSim
55 Q0 1846 10 0.116982 CosineSim
55 Q0 2051 11 0.115754 CosineSim
55 Q0 3056 12 0.104784 CosineSim
55 Q0 1612 13 0.103725 CosineSim
55 Q0 1453 14 0.096348 CosineSim
55 Q0 2838 15 0.094068 CosineSim
55 Q0 1470 16 0.091349 CosineSim
55 Q0 3042 17 0.089114 CosineSim
55 Q0 1694 18 0.088084 CosineSim
55 Q0 3064 19 0.087299 CosineSim
55 Q0 3096 20 0.086736 CosineSim
55 Q0 2704 21 0.083318 CosineSim
55 Q0 1962 22 0.082748 CosineSim
55 Q0 2253 23 0.081598 CosineSim
55 Q0 3082 24 0.081435 CosineSim
55 Q0 1886 25 0.081133 CosineSim
55 Q0 1259 26 0.080000 CosineSim
55 Q0 2495 27 0.077955 CosineSim
55 Q0 3034 28 0.077015 CosineSim
55 Q0 1906 29 0.076894 CosineSim
55 Q0 1324 30 0.074553 CosineSim
55 Q0 1551 31 0.072655 CosineSim
55 Q0 1696 32 0.072437 CosineSim
55 Q0 1469 33 0.072051 CosineSim
55 Q0 3043 34 0.071662 CosineSim
55 Q0 2320 35 0.071324 CosineSim
55 Q0 3198 36 0.070885 CosineSim
55 Q0 2767 37 0.070834 CosineSim
55 Q0 2078 38 0.069580 CosineSim
55 Q0 3128 39 0.068933 CosineSim
55 Q0 2450 40 0.068747 CosineSim
55 Q0 413 41 0.068639 CosineSim
55 Q0 1152 42 0.068265 CosineSim
55 Q0 1588 43 0.068023 CosineSim
55 Q0 2316 44 0.067775 CosineSim
55 Q0 154 45 0.067497 CosineSim
55 Q0 1457 46 0.067464 CosineSim
55 Q0 1827 47 0.067307 CosineSim
55 Q0 2175 48 0.066900 CosineSim
55 Q0 628 49 0.066812 CosineSim
55 Q0 2476 50 0.066679 CosineSim
55 Q0 1035 51 0.065971 CosineSim
55 Q0 2710 52 0.065835 CosineSim
55 Q0 28 53 0.065504 CosineSim
55 Q0 1379 54 0.065224 CosineSim
55 Q0 1488 55 0.065185 CosineSim
55 Q0 2719 56 0.064849 CosineSim
55 Q0 2799 57 0.064570 CosineSim
55 Q0 3044 58 0.064474 CosineSim
55 Q0 2567 59 0.064370 CosineSim
55 Q0 1957 60 0.063956 CosineSim
55 Q0 1216 61 0.063823 CosineSim
55 Q0 717 62 0.063774 CosineSim
55 Q0 2081 63 0.063442 CosineSim
55 Q0 3189 64 0.063367 CosineSim
55 Q0 2586 65 0.063256 CosineSim
55 Q0 2398 66 0.063142 CosineSim
55 Q0 1923 67 0.062992 CosineSim
55 Q0 3171 68 0.061512 CosineSim
55 Q0 1309 69 0.061436 CosineSim
55 Q0 1988 70 0.061402 CosineSim
55 Q0 1162 71 0.061290 CosineSim
55 Q0 2644 72 0.060718 CosineSim
55 Q0 2413 73 0.060286 CosineSim
55 Q0 2267 74 0.060098 CosineSim
55 Q0 399 75 0.060096 CosineSim
55 Q0 2304 76 0.060086 CosineSim
55 Q0 3110 77 0.059230 CosineSim
55 Q0 2717 78 0.059136 CosineSim
55 Q0 944 79 0.059071 CosineSim
55 Q0 3040 80 0.058342 CosineSim
55 Q0 1223 81 0.058330 CosineSim
55 Q0 344 82 0.058304 CosineSim
55 Q0 2930 83 0.057714 CosineSim
55 Q0 1999 84 0.057533 CosineSim
55 Q0 2265 85 0.057505 CosineSim
55 Q0 2786 86 0.057488 CosineSim
55 Q0 1084 87 0.057429 CosineSim
55 Q0 284 88 0.057307 CosineSim
55 Q0 2177 89 0.057213 CosineSim
55 Q0 2617 90 0.057212 CosineSim
55 Q0 2514 91 0.057182 CosineSim
55 Q0 1977 92 0.057129 CosineSim
55 Q0 2705 93 0.056644 CosineSim
55 Q0 1366 94 0.056631 CosineSim
55 Q0 1852 95 0.056593 CosineSim
55 Q0 2560 96 0.056585 CosineSim
55 Q0 1703 97 0.056537 CosineSim
55 Q0 556 98 0.056515 CosineSim
55 Q0 544 99 0.056508 CosineSim
55 Q0 510 100 0.056474 CosineSim
