query_id Q0 docid rank CosineSim_score system_name
16 Q0 3141 1 0.132477 CosineSim
16 Q0 243 2 0.120508 CosineSim
16 Q0 409 3 0.117759 CosineSim
16 Q0 1750 4 0.114015 CosineSim
16 Q0 1135 5 0.113990 CosineSim
16 Q0 2378 6 0.113904 CosineSim
16 Q0 2080 7 0.113471 CosineSim
16 Q0 1922 8 0.108389 CosineSim
16 Q0 2184 9 0.107567 CosineSim
16 Q0 2522 10 0.106044 CosineSim
16 Q0 2688 11 0.103690 CosineSim
16 Q0 1846 12 0.102250 CosineSim
16 Q0 2740 13 0.100686 CosineSim
16 Q0 3157 14 0.100086 CosineSim
16 Q0 2629 15 0.098870 CosineSim
16 Q0 1736 16 0.098285 CosineSim
16 Q0 1854 17 0.096392 CosineSim
16 Q0 1753 18 0.094709 CosineSim
16 Q0 1226 19 0.093640 CosineSim
16 Q0 2266 20 0.093065 CosineSim
16 Q0 1961 21 0.092604 CosineSim
16 Q0 3002 22 0.091719 CosineSim
16 Q0 2320 23 0.091599 CosineSim
16 Q0 2890 24 0.089612 CosineSim
16 Q0 2949 25 0.089377 CosineSim
16 Q0 1461 26 0.089359 CosineSim
16 Q0 1199 27 0.088357 CosineSim
16 Q0 3134 28 0.088348 CosineSim
16 Q0 2160 29 0.087827 CosineSim
16 Q0 2217 30 0.086289 CosineSim
16 Q0 2424 31 0.086071 CosineSim
16 Q0 1677 32 0.085724 CosineSim
16 Q0 1959 33 0.085660 CosineSim
16 Q0 3148 34 0.085413 CosineSim
16 Q0 1032 35 0.085004 CosineSim
16 Q0 2009 36 0.084363 CosineSim
16 Q0 2950 37 0.083870 CosineSim
16 Q0 1747 38 0.083870 CosineSim
16 Q0 2750 39 0.083315 CosineSim
16 Q0 2357 40 0.083216 CosineSim
16 Q0 2376 41 0.083194 CosineSim
16 Q0 1514 42 0.083177 CosineSim
16 Q0 2174 43 0.083101 CosineSim
16 Q0 3127 44 0.083041 CosineSim
16 Q0 855 45 0.082364 CosineSim
16 Q0 2819 46 0.082170 CosineSim
16 Q0 2833 47 0.082098 CosineSim
16 Q0 2622 48 0.081800 CosineSim
16 Q0 1928 49 0.081766 CosineSim
16 Q0 2345 50 0.081644 CosineSim
16 Q0 2524 51 0.081567 CosineSim
16 Q0 3049 52 0.081501 CosineSim
16 Q0 2542 53 0.081409 CosineSim
16 Q0 2407 54 0.081395 CosineSim
16 Q0 1462 55 0.080927 CosineSim
16 Q0 3119 56 0.080247 CosineSim
16 Q0 3058 57 0.079668 CosineSim
16 Q0 2379 58 0.079665 CosineSim
16 Q0 3037 59 0.079645 CosineSim
16 Q0 2339 60 0.079440 CosineSim
16 Q0 2452 61 0.079140 CosineSim
16 Q0 3081 62 0.079071 CosineSim
16 Q0 1844 63 0.078980 CosineSim
16 Q0 2947 64 0.078960 CosineSim
16 Q0 696 65 0.078951 CosineSim
16 Q0 2307 66 0.078941 CosineSim
16 Q0 2482 67 0.078892 CosineSim
16 Q0 2342 68 0.078581 CosineSim
16 Q0 1517 69 0.078574 CosineSim
16 Q0 3023 70 0.078560 CosineSim
16 Q0 1003 71 0.078510 CosineSim
16 Q0 2920 72 0.078203 CosineSim
16 Q0 1698 73 0.078031 CosineSim
16 Q0 2438 74 0.077914 CosineSim
16 Q0 3068 75 0.077425 CosineSim
16 Q0 2574 76 0.077109 CosineSim
16 Q0 43 77 0.076911 CosineSim
16 Q0 2966 78 0.076734 CosineSim
16 Q0 2288 79 0.076662 CosineSim
16 Q0 2188 80 0.076506 CosineSim
16 Q0 1749 81 0.076401 CosineSim
16 Q0 3039 82 0.075979 CosineSim
16 Q0 1976 83 0.075566 CosineSim
16 Q0 1752 84 0.075510 CosineSim
16 Q0 2317 85 0.075322 CosineSim
16 Q0 2582 86 0.075294 CosineSim
16 Q0 1748 87 0.074804 CosineSim
16 Q0 618 88 0.074555 CosineSim
16 Q0 2138 89 0.074339 CosineSim
16 Q0 2002 90 0.074332 CosineSim
16 Q0 2477 91 0.074026 CosineSim
16 Q0 2168 92 0.073701 CosineSim
16 Q0 2623 93 0.073683 CosineSim
16 Q0 2777 94 0.073655 CosineSim
16 Q0 1264 95 0.073462 CosineSim
16 Q0 822 96 0.073399 CosineSim
16 Q0 1680 97 0.073231 CosineSim
16 Q0 3073 98 0.073128 CosineSim
16 Q0 3132 99 0.073043 CosineSim
16 Q0 296 100 0.072866 CosineSim
