query_id Q0 docid rank CosineSim_score system_name
12 Q0 2246 1 0.213432 CosineSim
12 Q0 3127 2 0.193413 CosineSim
12 Q0 1930 3 0.167388 CosineSim
12 Q0 1461 4 0.158123 CosineSim
12 Q0 3196 5 0.133321 CosineSim
12 Q0 3068 6 0.129548 CosineSim
12 Q0 1247 7 0.115687 CosineSim
12 Q0 2796 8 0.111561 CosineSim
12 Q0 2372 9 0.110085 CosineSim
12 Q0 2069 10 0.108705 CosineSim
12 Q0 1755 11 0.108279 CosineSim
12 Q0 1750 12 0.106759 CosineSim
12 Q0 2867 13 0.101879 CosineSim
12 Q0 2111 14 0.100262 CosineSim
12 Q0 1226 15 0.100032 CosineSim
12 Q0 1069 16 0.099358 CosineSim
12 Q0 2950 17 0.099141 CosineSim
12 Q0 2621 18 0.098925 CosineSim
12 Q0 1923 19 0.098708 CosineSim
12 Q0 2151 20 0.098235 CosineSim
12 Q0 1462 21 0.096154 CosineSim
12 Q0 2482 22 0.095853 CosineSim
12 Q0 25 23 0.095701 CosineSim
12 Q0 2424 24 0.095491 CosineSim
12 Q0 1472 25 0.094586 CosineSim
12 Q0 2320 26 0.094091 CosineSim
12 Q0 2080 27 0.093447 CosineSim
12 Q0 2522 28 0.093402 CosineSim
12 Q0 1680 29 0.093178 CosineSim
12 Q0 2840 30 0.092466 CosineSim
12 Q0 1728 31 0.092338 CosineSim
12 Q0 1951 32 0.091858 CosineSim
12 Q0 2379 33 0.091548 CosineSim
12 Q0 2624 34 0.091315 CosineSim
12 Q0 3025 35 0.091161 CosineSim
12 Q0 3137 36 0.090100 CosineSim
12 Q0 2740 37 0.089885 CosineSim
12 Q0 3141 38 0.089480 CosineSim
12 Q0 1747 39 0.089379 CosineSim
12 Q0 2597 40 0.088800 CosineSim
12 Q0 3174 41 0.088234 CosineSim
12 Q0 1591 42 0.087959 CosineSim
12 Q0 2357 43 0.087702 CosineSim
12 Q0 1752 44 0.087542 CosineSim
12 Q0 1236 45 0.087488 CosineSim
12 Q0 2138 46 0.086992 CosineSim
12 Q0 2920 47 0.086421 CosineSim
12 Q0 2317 48 0.086095 CosineSim
12 Q0 2378 49 0.085997 CosineSim
12 Q0 18 50 0.085251 CosineSim
12 Q0 2184 51 0.084952 CosineSim
12 Q0 2629 52 0.083916 CosineSim
12 Q0 322 53 0.083443 CosineSim
12 Q0 2036 54 0.083340 CosineSim
12 Q0 2283 55 0.082847 CosineSim
12 Q0 2868 56 0.082589 CosineSim
12 Q0 1534 57 0.082043 CosineSim
12 Q0 2319 58 0.081651 CosineSim
12 Q0 2311 59 0.081614 CosineSim
12 Q0 1324 60 0.080638 CosineSim
12 Q0 1519 61 0.079802 CosineSim
12 Q0 2219 62 0.079581 CosineSim
12 Q0 2297 63 0.078372 CosineSim
12 Q0 1657 64 0.078302 CosineSim
12 Q0 651 65 0.077883 CosineSim
12 Q0 3026 66 0.077839 CosineSim
12 Q0 2358 67 0.077613 CosineSim
12 Q0 1196 68 0.076754 CosineSim
12 Q0 2536 69 0.076751 CosineSim
12 Q0 3028 70 0.076503 CosineSim
12 Q0 1959 71 0.076483 CosineSim
12 Q0 2541 72 0.076333 CosineSim
12 Q0 2407 73 0.075174 CosineSim
12 Q0 1071 74 0.074672 CosineSim
12 Q0 1751 75 0.074436 CosineSim
12 Q0 1233 76 0.074311 CosineSim
12 Q0 1050 77 0.074244 CosineSim
12 Q0 2632 78 0.074216 CosineSim
12 Q0 1360 79 0.073531 CosineSim
12 Q0 597 80 0.073291 CosineSim
12 Q0 2542 81 0.072611 CosineSim
12 Q0 652 82 0.072563 CosineSim
12 Q0 2777 83 0.072039 CosineSim
12 Q0 3002 84 0.071955 CosineSim
12 Q0 1735 85 0.071870 CosineSim
12 Q0 1698 86 0.071798 CosineSim
12 Q0 2972 87 0.071446 CosineSim
12 Q0 59 88 0.071382 CosineSim
12 Q0 3050 89 0.071380 CosineSim
12 Q0 1892 90 0.071289 CosineSim
12 Q0 698 91 0.071165 CosineSim
12 Q0 2374 92 0.070771 CosineSim
12 Q0 1341 93 0.070585 CosineSim
12 Q0 2535 94 0.070406 CosineSim
12 Q0 1464 95 0.070247 CosineSim
12 Q0 2818 96 0.069757 CosineSim
12 Q0 3014 97 0.069728 CosineSim
12 Q0 856 98 0.069396 CosineSim
12 Q0 2345 99 0.069389 CosineSim
12 Q0 239 100 0.069293 CosineSim
