query_id Q0 docid rank CosineSim_score system_name
28 Q0 3032 1 0.158668 CosineSim
28 Q0 2949 2 0.154065 CosineSim
28 Q0 2892 3 0.118557 CosineSim
28 Q0 2890 4 0.117654 CosineSim
28 Q0 2849 5 0.112683 CosineSim
28 Q0 1685 6 0.107379 CosineSim
28 Q0 3158 7 0.097701 CosineSim
28 Q0 1928 8 0.092213 CosineSim
28 Q0 1846 9 0.091866 CosineSim
28 Q0 2614 10 0.091002 CosineSim
28 Q0 2371 11 0.090391 CosineSim
28 Q0 1695 12 0.089402 CosineSim
28 Q0 2515 13 0.088939 CosineSim
28 Q0 1261 14 0.088787 CosineSim
28 Q0 2776 15 0.087834 CosineSim
28 Q0 2969 16 0.087723 CosineSim
28 Q0 3040 17 0.084435 CosineSim
28 Q0 441 18 0.084353 CosineSim
28 Q0 2951 19 0.083590 CosineSim
28 Q0 3133 20 0.083034 CosineSim
28 Q0 2274 21 0.081922 CosineSim
28 Q0 3059 22 0.079616 CosineSim
28 Q0 1723 23 0.079589 CosineSim
28 Q0 2197 24 0.079103 CosineSim
28 Q0 944 25 0.078820 CosineSim
28 Q0 2046 26 0.078184 CosineSim
28 Q0 2401 27 0.077847 CosineSim
28 Q0 1572 28 0.077095 CosineSim
28 Q0 2289 29 0.076269 CosineSim
28 Q0 828 30 0.075564 CosineSim
28 Q0 1458 31 0.074463 CosineSim
28 Q0 2900 32 0.074156 CosineSim
28 Q0 383 33 0.073225 CosineSim
28 Q0 616 34 0.072464 CosineSim
28 Q0 2712 35 0.072072 CosineSim
28 Q0 1611 36 0.071560 CosineSim
28 Q0 2948 37 0.071407 CosineSim
28 Q0 1623 38 0.071405 CosineSim
28 Q0 1989 39 0.071351 CosineSim
28 Q0 2454 40 0.070693 CosineSim
28 Q0 2572 41 0.070451 CosineSim
28 Q0 2973 42 0.070446 CosineSim
28 Q0 2088 43 0.069836 CosineSim
28 Q0 1687 44 0.069667 CosineSim
28 Q0 1688 45 0.069351 CosineSim
28 Q0 1890 46 0.068811 CosineSim
28 Q0 367 47 0.068741 CosineSim
28 Q0 1690 48 0.068589 CosineSim
28 Q0 2380 49 0.068522 CosineSim
28 Q0 3134 50 0.068223 CosineSim
28 Q0 1199 51 0.067943 CosineSim
28 Q0 2630 52 0.067518 CosineSim
28 Q0 2445 53 0.067212 CosineSim
28 Q0 1165 54 0.066906 CosineSim
28 Q0 1601 55 0.066725 CosineSim
28 Q0 1526 56 0.066683 CosineSim
28 Q0 3164 57 0.066542 CosineSim
28 Q0 3070 58 0.066186 CosineSim
28 Q0 2450 59 0.065833 CosineSim
28 Q0 1159 60 0.065823 CosineSim
28 Q0 1551 61 0.065811 CosineSim
28 Q0 1516 62 0.065730 CosineSim
28 Q0 1844 63 0.065573 CosineSim
28 Q0 2833 64 0.065148 CosineSim
28 Q0 1867 65 0.065121 CosineSim
28 Q0 1034 66 0.064924 CosineSim
28 Q0 397 67 0.063736 CosineSim
28 Q0 1362 68 0.063694 CosineSim
28 Q0 1728 69 0.063376 CosineSim
28 Q0 2092 70 0.062966 CosineSim
28 Q0 1889 71 0.062490 CosineSim
28 Q0 2439 72 0.062420 CosineSim
28 Q0 1768 73 0.062244 CosineSim
28 Q0 2598 74 0.061942 CosineSim
28 Q0 1423 75 0.061759 CosineSim
28 Q0 1397 76 0.061541 CosineSim
28 Q0 1822 77 0.061210 CosineSim
28 Q0 1752 78 0.061168 CosineSim
28 Q0 1906 79 0.061077 CosineSim
28 Q0 2652 80 0.060970 CosineSim
28 Q0 2424 81 0.060944 CosineSim
28 Q0 1886 82 0.060805 CosineSim
28 Q0 1233 83 0.060706 CosineSim
28 Q0 2888 84 0.060681 CosineSim
28 Q0 2516 85 0.060578 CosineSim
28 Q0 1612 86 0.060578 CosineSim
28 Q0 2254 87 0.060227 CosineSim
28 Q0 2396 88 0.060202 CosineSim
28 Q0 595 89 0.060086 CosineSim
28 Q0 2016 90 0.060070 CosineSim
28 Q0 1135 91 0.059937 CosineSim
28 Q0 1457 92 0.059811 CosineSim
28 Q0 1456 93 0.059804 CosineSim
28 Q0 1622 94 0.059609 CosineSim
28 Q0 2916 95 0.059453 CosineSim
28 Q0 2988 96 0.059354 CosineSim
28 Q0 2923 97 0.059215 CosineSim
28 Q0 3038 98 0.059087 CosineSim
28 Q0 2344 99 0.058799 CosineSim
28 Q0 2625 100 0.058647 CosineSim
