query_id Q0 docid rank CosineSim_score system_name
38 Q0 3031 1 0.118746 CosineSim
38 Q0 3105 2 0.107745 CosineSim
38 Q0 2082 3 0.107640 CosineSim
38 Q0 1698 4 0.106123 CosineSim
38 Q0 2867 5 0.102593 CosineSim
38 Q0 2470 6 0.093515 CosineSim
38 Q0 2958 7 0.093008 CosineSim
38 Q0 3142 8 0.089235 CosineSim
38 Q0 3103 9 0.088120 CosineSim
38 Q0 2931 10 0.087968 CosineSim
38 Q0 1625 11 0.085811 CosineSim
38 Q0 2956 12 0.085653 CosineSim
38 Q0 2582 13 0.085531 CosineSim
38 Q0 2989 14 0.083927 CosineSim
38 Q0 3177 15 0.083582 CosineSim
38 Q0 2247 16 0.083276 CosineSim
38 Q0 2705 17 0.082315 CosineSim
38 Q0 2876 18 0.081737 CosineSim
38 Q0 1861 19 0.081532 CosineSim
38 Q0 1470 20 0.080706 CosineSim
38 Q0 2941 21 0.080262 CosineSim
38 Q0 2970 22 0.080233 CosineSim
38 Q0 3033 23 0.080086 CosineSim
38 Q0 2305 24 0.079581 CosineSim
38 Q0 595 25 0.078861 CosineSim
38 Q0 2184 26 0.078783 CosineSim
38 Q0 2369 27 0.078372 CosineSim
38 Q0 3069 28 0.077660 CosineSim
38 Q0 3002 29 0.076920 CosineSim
38 Q0 497 30 0.076801 CosineSim
38 Q0 1323 31 0.076514 CosineSim
38 Q0 670 32 0.076279 CosineSim
38 Q0 2176 33 0.076259 CosineSim
38 Q0 1931 34 0.076149 CosineSim
38 Q0 1572 35 0.075623 CosineSim
38 Q0 492 36 0.075177 CosineSim
38 Q0 1806 37 0.074764 CosineSim
38 Q0 867 38 0.074312 CosineSim
38 Q0 2622 39 0.074219 CosineSim
38 Q0 1768 40 0.074199 CosineSim
38 Q0 2939 41 0.073856 CosineSim
38 Q0 1413 42 0.073621 CosineSim
38 Q0 2905 43 0.073463 CosineSim
38 Q0 2832 44 0.072737 CosineSim
38 Q0 2390 45 0.072191 CosineSim
38 Q0 2424 46 0.071895 CosineSim
38 Q0 1456 47 0.071780 CosineSim
38 Q0 2912 48 0.071667 CosineSim
38 Q0 2937 49 0.071642 CosineSim
38 Q0 1162 50 0.071581 CosineSim
38 Q0 2342 51 0.071480 CosineSim
38 Q0 2208 52 0.070820 CosineSim
38 Q0 3060 53 0.070297 CosineSim
38 Q0 1359 54 0.070149 CosineSim
38 Q0 1847 55 0.070134 CosineSim
38 Q0 2835 56 0.069541 CosineSim
38 Q0 2850 57 0.069371 CosineSim
38 Q0 321 58 0.069307 CosineSim
38 Q0 2572 59 0.069271 CosineSim
38 Q0 2940 60 0.068621 CosineSim
38 Q0 2851 61 0.068398 CosineSim
38 Q0 3014 62 0.068207 CosineSim
38 Q0 536 63 0.068019 CosineSim
38 Q0 1867 64 0.067464 CosineSim
38 Q0 2139 65 0.067360 CosineSim
38 Q0 2196 66 0.067204 CosineSim
38 Q0 435 67 0.066690 CosineSim
38 Q0 2109 68 0.066553 CosineSim
38 Q0 1623 69 0.066398 CosineSim
38 Q0 616 70 0.066258 CosineSim
38 Q0 2897 71 0.066211 CosineSim
38 Q0 1032 72 0.066148 CosineSim
38 Q0 1628 73 0.066031 CosineSim
38 Q0 3148 74 0.065943 CosineSim
38 Q0 1469 75 0.065837 CosineSim
38 Q0 3132 76 0.065712 CosineSim
38 Q0 1014 77 0.065686 CosineSim
38 Q0 2579 78 0.065573 CosineSim
38 Q0 1828 79 0.065355 CosineSim
38 Q0 1932 80 0.065122 CosineSim
38 Q0 2871 81 0.065021 CosineSim
38 Q0 2750 82 0.065019 CosineSim
38 Q0 1769 83 0.064999 CosineSim
38 Q0 1170 84 0.064982 CosineSim
38 Q0 2883 85 0.064854 CosineSim
38 Q0 71 86 0.064733 CosineSim
38 Q0 2651 87 0.064530 CosineSim
38 Q0 1135 88 0.064508 CosineSim
38 Q0 1727 89 0.064456 CosineSim
38 Q0 2886 90 0.064448 CosineSim
38 Q0 2957 91 0.064300 CosineSim
38 Q0 3082 92 0.064175 CosineSim
38 Q0 1637 93 0.063884 CosineSim
38 Q0 2990 94 0.063877 CosineSim
38 Q0 1516 95 0.063786 CosineSim
38 Q0 1248 96 0.063765 CosineSim
38 Q0 1408 97 0.063696 CosineSim
38 Q0 1474 98 0.063561 CosineSim
38 Q0 2568 99 0.063479 CosineSim
38 Q0 1536 100 0.063354 CosineSim
