query_id Q0 docid rank CosineSim_score system_name
36 Q0 2476 1 0.175380 CosineSim
36 Q0 2084 2 0.158113 CosineSim
36 Q0 2112 3 0.154461 CosineSim
36 Q0 2739 4 0.146989 CosineSim
36 Q0 2811 5 0.146655 CosineSim
36 Q0 2110 6 0.138899 CosineSim
36 Q0 1399 7 0.137594 CosineSim
36 Q0 2030 8 0.134795 CosineSim
36 Q0 2733 9 0.130512 CosineSim
36 Q0 2836 10 0.128759 CosineSim
36 Q0 2492 11 0.127419 CosineSim
36 Q0 1265 12 0.124853 CosineSim
36 Q0 1527 13 0.120314 CosineSim
36 Q0 2698 14 0.115575 CosineSim
36 Q0 2581 15 0.115570 CosineSim
36 Q0 1855 16 0.115410 CosineSim
36 Q0 2794 17 0.114508 CosineSim
36 Q0 2061 18 0.113022 CosineSim
36 Q0 1012 19 0.112381 CosineSim
36 Q0 2980 20 0.112149 CosineSim
36 Q0 2643 21 0.111477 CosineSim
36 Q0 1350 22 0.110426 CosineSim
36 Q0 2754 23 0.109985 CosineSim
36 Q0 2982 24 0.109179 CosineSim
36 Q0 2703 25 0.107017 CosineSim
36 Q0 1737 26 0.105033 CosineSim
36 Q0 2050 27 0.103925 CosineSim
36 Q0 204 28 0.103910 CosineSim
36 Q0 1989 29 0.103007 CosineSim
36 Q0 2702 30 0.101070 CosineSim
36 Q0 2301 31 0.100165 CosineSim
36 Q0 617 32 0.099368 CosineSim
36 Q0 1825 33 0.098551 CosineSim
36 Q0 1073 34 0.098479 CosineSim
36 Q0 1768 35 0.097135 CosineSim
36 Q0 1335 36 0.096800 CosineSim
36 Q0 1836 37 0.096477 CosineSim
36 Q0 1612 38 0.095567 CosineSim
36 Q0 1309 39 0.094341 CosineSim
36 Q0 2481 40 0.094118 CosineSim
36 Q0 2340 41 0.093780 CosineSim
36 Q0 2113 42 0.093735 CosineSim
36 Q0 2179 43 0.092276 CosineSim
36 Q0 1569 44 0.089886 CosineSim
36 Q0 2310 45 0.089329 CosineSim
36 Q0 1184 46 0.088931 CosineSim
36 Q0 1917 47 0.088537 CosineSim
36 Q0 1787 48 0.087963 CosineSim
36 Q0 1548 49 0.087959 CosineSim
36 Q0 1162 50 0.087400 CosineSim
36 Q0 2370 51 0.087162 CosineSim
36 Q0 2195 52 0.086957 CosineSim
36 Q0 2215 53 0.086873 CosineSim
36 Q0 2921 54 0.086789 CosineSim
36 Q0 2786 55 0.086446 CosineSim
36 Q0 1525 56 0.086372 CosineSim
36 Q0 2402 57 0.086125 CosineSim
36 Q0 633 58 0.085827 CosineSim
36 Q0 1837 59 0.085149 CosineSim
36 Q0 2788 60 0.085109 CosineSim
36 Q0 2641 61 0.085077 CosineSim
36 Q0 2910 62 0.084967 CosineSim
36 Q0 1921 63 0.084830 CosineSim
36 Q0 2353 64 0.084754 CosineSim
36 Q0 3045 65 0.084724 CosineSim
36 Q0 2880 66 0.084302 CosineSim
36 Q0 1668 67 0.084085 CosineSim
36 Q0 1902 68 0.083488 CosineSim
36 Q0 1669 69 0.083365 CosineSim
36 Q0 1683 70 0.082427 CosineSim
36 Q0 462 71 0.082288 CosineSim
36 Q0 1665 72 0.081555 CosineSim
36 Q0 1170 73 0.081399 CosineSim
36 Q0 1641 74 0.081009 CosineSim
36 Q0 3198 75 0.080386 CosineSim
36 Q0 2246 76 0.080189 CosineSim
36 Q0 1910 77 0.080119 CosineSim
36 Q0 949 78 0.079952 CosineSim
36 Q0 2545 79 0.079566 CosineSim
36 Q0 2054 80 0.078839 CosineSim
36 Q0 3093 81 0.076969 CosineSim
36 Q0 1588 82 0.076256 CosineSim
36 Q0 1314 83 0.075920 CosineSim
36 Q0 2603 84 0.075755 CosineSim
36 Q0 1679 85 0.075734 CosineSim
36 Q0 3132 86 0.075689 CosineSim
36 Q0 3079 87 0.075644 CosineSim
36 Q0 1610 88 0.075435 CosineSim
36 Q0 1179 89 0.075300 CosineSim
36 Q0 40 90 0.075201 CosineSim
36 Q0 1642 91 0.074814 CosineSim
36 Q0 2354 92 0.074638 CosineSim
36 Q0 2644 93 0.074122 CosineSim
36 Q0 2546 94 0.074083 CosineSim
36 Q0 1453 95 0.074081 CosineSim
36 Q0 940 96 0.073706 CosineSim
36 Q0 3176 97 0.073629 CosineSim
36 Q0 2059 98 0.073561 CosineSim
36 Q0 1153 99 0.072595 CosineSim
36 Q0 2556 100 0.072442 CosineSim
