query_id Q0 docid rank CosineSim_score system_name
24 Q0 268 1 0.208038 CosineSim
24 Q0 1696 2 0.189170 CosineSim
24 Q0 20 3 0.157505 CosineSim
24 Q0 412 4 0.134288 CosineSim
24 Q0 2882 5 0.126465 CosineSim
24 Q0 3043 6 0.125577 CosineSim
24 Q0 1410 7 0.124368 CosineSim
24 Q0 2371 8 0.122533 CosineSim
24 Q0 1435 9 0.121358 CosineSim
24 Q0 1540 10 0.119224 CosineSim
24 Q0 293 11 0.113715 CosineSim
24 Q0 3141 12 0.110103 CosineSim
24 Q0 927 13 0.105753 CosineSim
24 Q0 2342 14 0.105571 CosineSim
24 Q0 2504 15 0.104835 CosineSim
24 Q0 2255 16 0.104137 CosineSim
24 Q0 942 17 0.103935 CosineSim
24 Q0 1438 18 0.103813 CosineSim
24 Q0 1194 19 0.101710 CosineSim
24 Q0 2672 20 0.101626 CosineSim
24 Q0 2535 21 0.100436 CosineSim
24 Q0 2320 22 0.099824 CosineSim
24 Q0 2742 23 0.099196 CosineSim
24 Q0 2376 24 0.098367 CosineSim
24 Q0 618 25 0.098045 CosineSim
24 Q0 1846 26 0.097500 CosineSim
24 Q0 2740 27 0.097319 CosineSim
24 Q0 2767 28 0.096995 CosineSim
24 Q0 1753 29 0.096705 CosineSim
24 Q0 1748 30 0.095712 CosineSim
24 Q0 1233 31 0.095195 CosineSim
24 Q0 1235 32 0.094759 CosineSim
24 Q0 1441 33 0.094049 CosineSim
24 Q0 3078 34 0.093830 CosineSim
24 Q0 3120 35 0.093817 CosineSim
24 Q0 2378 36 0.092201 CosineSim
24 Q0 1541 37 0.091014 CosineSim
24 Q0 2912 38 0.090781 CosineSim
24 Q0 1110 39 0.090457 CosineSim
24 Q0 1563 40 0.089137 CosineSim
24 Q0 1749 41 0.088837 CosineSim
24 Q0 2080 42 0.087344 CosineSim
24 Q0 2848 43 0.086821 CosineSim
24 Q0 1587 44 0.086811 CosineSim
24 Q0 1892 45 0.086214 CosineSim
24 Q0 2409 46 0.085950 CosineSim
24 Q0 3128 47 0.085733 CosineSim
24 Q0 1673 48 0.085667 CosineSim
24 Q0 2920 49 0.085591 CosineSim
24 Q0 3020 50 0.085142 CosineSim
24 Q0 1631 51 0.084943 CosineSim
24 Q0 2228 52 0.083763 CosineSim
24 Q0 1199 53 0.083420 CosineSim
24 Q0 111 54 0.083060 CosineSim
24 Q0 3039 55 0.082410 CosineSim
24 Q0 1383 56 0.081615 CosineSim
24 Q0 2895 57 0.081539 CosineSim
24 Q0 2836 58 0.081386 CosineSim
24 Q0 1458 59 0.080420 CosineSim
24 Q0 2150 60 0.080097 CosineSim
24 Q0 95 61 0.080034 CosineSim
24 Q0 2844 62 0.079822 CosineSim
24 Q0 1886 63 0.079511 CosineSim
24 Q0 2210 64 0.079381 CosineSim
24 Q0 1272 65 0.079133 CosineSim
24 Q0 2185 66 0.079003 CosineSim
24 Q0 1707 67 0.078655 CosineSim
24 Q0 2705 68 0.078097 CosineSim
24 Q0 1809 69 0.078083 CosineSim
24 Q0 1135 70 0.077827 CosineSim
24 Q0 3073 71 0.076616 CosineSim
24 Q0 825 72 0.075724 CosineSim
24 Q0 3056 73 0.075445 CosineSim
24 Q0 1382 74 0.075246 CosineSim
24 Q0 2900 75 0.075046 CosineSim
24 Q0 1008 76 0.075035 CosineSim
24 Q0 2327 77 0.073896 CosineSim
24 Q0 2062 78 0.073351 CosineSim
24 Q0 1518 79 0.073079 CosineSim
24 Q0 1637 80 0.072945 CosineSim
24 Q0 1625 81 0.072781 CosineSim
24 Q0 1828 82 0.072687 CosineSim
24 Q0 78 83 0.072456 CosineSim
24 Q0 1216 84 0.072403 CosineSim
24 Q0 2268 85 0.072083 CosineSim
24 Q0 2519 86 0.071948 CosineSim
24 Q0 2000 87 0.071786 CosineSim
24 Q0 2953 88 0.070911 CosineSim
24 Q0 1678 89 0.070879 CosineSim
24 Q0 2522 90 0.070576 CosineSim
24 Q0 1180 91 0.070397 CosineSim
24 Q0 1198 92 0.069963 CosineSim
24 Q0 3140 93 0.069638 CosineSim
24 Q0 2903 94 0.069452 CosineSim
24 Q0 3059 95 0.069198 CosineSim
24 Q0 3127 96 0.069159 CosineSim
24 Q0 3068 97 0.068737 CosineSim
24 Q0 1554 98 0.068483 CosineSim
24 Q0 298 99 0.068433 CosineSim
24 Q0 2581 100 0.067812 CosineSim
