query_id Q0 docid rank CosineSim_score system_name
29 Q0 2200 1 0.138275 CosineSim
29 Q0 2644 2 0.135482 CosineSim
29 Q0 2229 3 0.131761 CosineSim
29 Q0 1840 4 0.116825 CosineSim
29 Q0 2089 5 0.116310 CosineSim
29 Q0 1539 6 0.109301 CosineSim
29 Q0 1841 7 0.106052 CosineSim
29 Q0 1933 8 0.105999 CosineSim
29 Q0 2927 9 0.105309 CosineSim
29 Q0 1697 10 0.102962 CosineSim
29 Q0 2462 11 0.099555 CosineSim
29 Q0 3131 12 0.099195 CosineSim
29 Q0 1725 13 0.097139 CosineSim
29 Q0 1967 14 0.096592 CosineSim
29 Q0 1538 15 0.094349 CosineSim
29 Q0 804 16 0.094293 CosineSim
29 Q0 2167 17 0.094244 CosineSim
29 Q0 1420 18 0.093335 CosineSim
29 Q0 1874 19 0.093256 CosineSim
29 Q0 3037 20 0.090944 CosineSim
29 Q0 1537 21 0.090595 CosineSim
29 Q0 944 22 0.089726 CosineSim
29 Q0 3021 23 0.089139 CosineSim
29 Q0 2794 24 0.088286 CosineSim
29 Q0 942 25 0.087928 CosineSim
29 Q0 2770 26 0.087494 CosineSim
29 Q0 2694 27 0.085994 CosineSim
29 Q0 2031 28 0.085186 CosineSim
29 Q0 2767 29 0.084312 CosineSim
29 Q0 2138 30 0.084057 CosineSim
29 Q0 1385 31 0.083858 CosineSim
29 Q0 2606 32 0.082795 CosineSim
29 Q0 2544 33 0.082622 CosineSim
29 Q0 1780 34 0.081719 CosineSim
29 Q0 63 35 0.081691 CosineSim
29 Q0 1717 36 0.081615 CosineSim
29 Q0 2206 37 0.081536 CosineSim
29 Q0 2507 38 0.080194 CosineSim
29 Q0 2276 39 0.079966 CosineSim
29 Q0 2355 40 0.079556 CosineSim
29 Q0 2402 41 0.079425 CosineSim
29 Q0 1257 42 0.078289 CosineSim
29 Q0 1094 43 0.078192 CosineSim
29 Q0 2657 44 0.077833 CosineSim
29 Q0 2289 45 0.077731 CosineSim
29 Q0 2410 46 0.077645 CosineSim
29 Q0 1679 47 0.076738 CosineSim
29 Q0 116 48 0.076728 CosineSim
29 Q0 2332 49 0.076625 CosineSim
29 Q0 1995 50 0.076471 CosineSim
29 Q0 2447 51 0.075551 CosineSim
29 Q0 2555 52 0.075506 CosineSim
29 Q0 1957 53 0.074504 CosineSim
29 Q0 3079 54 0.074348 CosineSim
29 Q0 2114 55 0.074332 CosineSim
29 Q0 1171 56 0.074009 CosineSim
29 Q0 2490 57 0.073842 CosineSim
29 Q0 2210 58 0.073771 CosineSim
29 Q0 2605 59 0.072009 CosineSim
29 Q0 2806 60 0.071785 CosineSim
29 Q0 2325 61 0.071577 CosineSim
29 Q0 1924 62 0.070341 CosineSim
29 Q0 2109 63 0.070195 CosineSim
29 Q0 2424 64 0.070071 CosineSim
29 Q0 1495 65 0.069776 CosineSim
29 Q0 1295 66 0.069697 CosineSim
29 Q0 1691 67 0.069584 CosineSim
29 Q0 2561 68 0.069372 CosineSim
29 Q0 1110 69 0.069345 CosineSim
29 Q0 2067 70 0.069180 CosineSim
29 Q0 2283 71 0.068648 CosineSim
29 Q0 1497 72 0.068384 CosineSim
29 Q0 371 73 0.068039 CosineSim
29 Q0 2521 74 0.067873 CosineSim
29 Q0 2146 75 0.067740 CosineSim
29 Q0 2232 76 0.067326 CosineSim
29 Q0 3107 77 0.066724 CosineSim
29 Q0 2986 78 0.066619 CosineSim
29 Q0 2267 79 0.066569 CosineSim
29 Q0 1946 80 0.066447 CosineSim
29 Q0 1109 81 0.066274 CosineSim
29 Q0 1386 82 0.066216 CosineSim
29 Q0 1710 83 0.065322 CosineSim
29 Q0 2825 84 0.065077 CosineSim
29 Q0 3026 85 0.064755 CosineSim
29 Q0 313 86 0.064118 CosineSim
29 Q0 2726 87 0.064109 CosineSim
29 Q0 2764 88 0.064108 CosineSim
29 Q0 2378 89 0.064070 CosineSim
29 Q0 286 90 0.063960 CosineSim
29 Q0 738 91 0.063267 CosineSim
29 Q0 904 92 0.063050 CosineSim
29 Q0 3166 93 0.062919 CosineSim
29 Q0 693 94 0.062913 CosineSim
29 Q0 903 95 0.062895 CosineSim
29 Q0 201 96 0.062873 CosineSim
29 Q0 455 97 0.062774 CosineSim
29 Q0 706 98 0.062705 CosineSim
29 Q0 1159 99 0.062683 CosineSim
29 Q0 470 100 0.062513 CosineSim
